inspectie_id,product_type,productielijn,lijnsnelheid_per_min,oppervlakte_px,omtrek_px,circulariteit,aspectverhouding,compactheid,gem_intensiteit,std_intensiteit,kleuruniformiteit,contrast,correlatie,energie,homogeniteit,randdichtheid,ruwheid,aantal_contouren,confidence_score,defect_type,goedgekeurd
VIS-004192,vial,Lijn_1,199,14779,441.8,0.979,1.002,0.819,174.0,10.6,0.946,3.07,0.696,0.296,0.813,0.172,0.0578,3,0.78,geen,1
VIS-004193,capsule,Lijn_1,191,6081,282.2,1.004,0.969,0.873,202.9,10.5,0.932,11.82,0.878,0.337,0.773,0.155,0.0662,1,0.72,geen,1
VIS-004194,vial,Lijn_3,140,16208,478.3,0.905,0.979,0.844,180.7,10.0,0.926,4.02,0.906,0.214,0.799,0.182,0.0548,3,0.952,geen,1
VIS-004195,vial,Lijn_3,159,15163,449.9,0.923,1.075,0.781,171.5,15.8,0.952,3.55,0.935,0.255,0.778,0.121,0.0341,4,0.854,geen,1
VIS-004196,vial,Lijn_2,294,14526,430.1,0.974,1.01,0.843,175.9,22.0,0.909,10.35,0.847,0.294,0.806,0.156,0.0502,7,0.544,deeltje,0
VIS-004197,tablet,Lijn_3,156,7628,316.1,0.949,0.972,0.826,213.0,10.3,0.965,10.93,0.76,0.255,0.748,0.17,0.0447,1,0.869,geen,1
VIS-004198,tablet,Lijn_2,308,8339,317.4,1.048,1.036,0.835,175.9,15.1,0.908,7.84,0.863,0.308,0.837,0.156,0.0511,2,0.866,geen,1
VIS-004199,tablet,Lijn_3,158,7939,311.3,1.008,1.009,0.848,194.2,13.3,0.878,15.36,0.784,0.288,0.714,0.253,0.0548,1,0.294,kras,0
VIS-004200,tablet,Lijn_2,296,8128,310.2,1.089,1.025,0.866,196.8,16.0,0.894,15.25,0.907,0.258,0.796,0.191,0.0351,3,0.752,geen,1
VIS-004201,capsule,Lijn_3,159,6175,273.1,1.028,0.983,0.875,165.3,5.3,0.866,2.21,0.778,0.253,0.79,0.113,0.0418,2,0.947,geen,1
VIS-004202,vial,Lijn_3,140,15037,436.4,1.012,1.005,0.828,173.5,14.7,0.946,4.88,0.892,0.304,0.746,0.161,0.0439,2,0.646,geen,1
VIS-004203,vial,Lijn_1,194,14333,435.3,0.949,1.001,0.891,174.8,11.9,0.865,6.43,0.804,0.347,0.775,0.141,0.0209,2,0.749,geen,1
VIS-004204,tablet,Lijn_2,295,7561,322.9,0.874,1.028,0.882,204.0,9.9,0.941,6.42,0.909,0.302,0.836,0.191,0.0403,1,0.8,geen,1
VIS-004205,vial,Lijn_2,292,14252,421.2,1.002,0.984,0.82,180.1,12.1,0.9,3.76,0.744,0.357,0.829,0.154,0.0535,3,0.723,geen,1
VIS-004206,capsule,Lijn_1,191,6200,286.6,0.923,0.944,0.84,196.6,12.3,0.902,9.09,0.858,0.345,0.818,0.165,0.0468,3,0.893,geen,1
VIS-004207,tablet,Lijn_3,140,7538,299.9,1.064,0.994,0.873,169.5,16.2,0.908,7.27,0.828,0.351,0.825,0.132,0.043,2,0.46,geen,1
VIS-004208,vial,Lijn_3,146,15472,430.1,1.054,1.017,0.895,188.2,10.0,0.988,6.3,0.873,0.266,0.775,0.173,0.0583,1,0.524,geen,1
VIS-004209,capsule,Lijn_2,293,5910,266.8,1.042,0.988,0.832,206.5,8.7,0.911,15.61,0.82,0.278,0.825,0.113,0.0499,1,0.725,geen,1
VIS-004210,capsule,Lijn_1,207,5963,269.6,0.987,0.985,0.9,184.2,19.4,0.901,10.05,0.906,0.365,0.734,0.099,0.0513,7,0.574,deeltje,0
VIS-004211,vial,Lijn_3,158,14980,453.9,0.928,1.008,0.837,178.4,14.8,0.925,14.83,0.821,0.232,0.795,0.152,0.0504,1,0.758,geen,1
VIS-004212,vial,Lijn_1,208,15578,449.2,0.986,1.019,0.807,166.5,11.6,0.957,2.95,0.902,0.315,0.854,0.135,0.0536,4,0.911,geen,1
VIS-004213,tablet,Lijn_1,199,7235,322.1,0.873,0.961,0.867,171.8,13.3,0.861,4.91,0.787,0.325,0.784,0.175,0.0437,2,0.922,geen,1
VIS-004214,capsule,Lijn_1,193,5997,268.6,1.053,1.059,0.804,182.5,16.4,0.89,12.63,0.844,0.278,0.831,0.156,0.0549,2,0.702,geen,1
VIS-004215,capsule,Lijn_3,153,5869,275.2,0.985,1.009,0.88,174.8,14.4,0.906,2.42,0.907,0.322,0.802,0.125,0.0681,1,0.636,geen,1
VIS-004216,capsule,Lijn_1,201,6177,294.6,0.886,1.019,0.805,172.6,9.1,0.907,6.74,0.786,0.278,0.853,0.133,0.0349,3,0.542,geen,1
VIS-004217,tablet,Lijn_1,192,7875,332.8,0.91,1.044,0.809,199.8,4.8,0.889,2.67,0.931,0.209,0.789,0.143,0.0714,0,0.965,geen,1
VIS-004218,tablet,Lijn_2,299,8128,328.6,0.952,0.974,0.859,179.7,10.6,0.948,7.0,0.963,0.277,0.824,0.117,0.0548,0,0.75,geen,1
VIS-004219,vial,Lijn_2,291,14510,450.2,0.93,1.018,0.854,168.8,9.9,0.935,10.99,0.857,0.314,0.78,0.156,0.0353,1,0.79,geen,1
VIS-004220,vial,Lijn_3,147,13997,407.8,1.057,1.053,0.819,167.2,14.1,0.991,16.7,0.907,0.391,0.828,0.091,0.0317,2,0.872,geen,1
VIS-004221,vial,Lijn_1,203,15818,438.5,1.058,0.965,0.831,193.7,8.7,0.922,5.91,0.834,0.287,0.814,0.119,0.0415,1,0.915,geen,1
VIS-004222,tablet,Lijn_1,207,7500,319.0,0.934,1.019,0.811,161.5,13.1,0.906,22.36,0.883,0.359,0.796,0.142,0.0461,1,0.749,geen,1
VIS-004223,vial,Lijn_2,302,14645,456.0,0.881,0.992,0.871,158.4,14.8,0.886,13.93,0.879,0.32,0.773,0.151,0.051,4,0.484,deeltje,0
VIS-004224,vial,Lijn_1,197,15352,453.0,0.977,0.981,0.83,188.4,13.3,0.951,4.35,0.842,0.346,0.8,0.139,0.0418,1,0.814,geen,1
VIS-004225,vial,Lijn_1,194,14380,432.4,0.971,0.987,0.84,170.7,8.2,0.903,3.19,0.799,0.243,0.756,0.2,0.0618,0,0.616,geen,1
VIS-004226,tablet,Lijn_1,196,7902,314.3,1.038,1.032,0.83,173.8,14.8,0.866,14.18,0.841,0.333,0.871,0.113,0.0474,3,0.781,geen,1
VIS-004227,tablet,Lijn_1,190,8017,320.0,1.008,0.974,0.864,194.6,12.8,0.932,14.44,0.825,0.441,0.781,0.137,0.0392,0,0.983,geen,1
VIS-004228,tablet,Lijn_1,201,8071,307.5,1.062,1.002,0.811,178.4,12.7,0.922,6.42,0.813,0.254,0.824,0.113,0.0457,2,0.886,geen,1
VIS-004229,capsule,Lijn_3,158,6021,272.6,1.064,0.968,0.879,210.1,11.4,0.917,3.72,0.782,0.352,0.813,0.191,0.0613,0,0.86,geen,1
VIS-004230,tablet,Lijn_2,294,7804,316.3,0.989,1.008,0.823,173.5,13.4,0.924,2.54,0.877,0.37,0.821,0.15,0.0405,5,0.748,geen,1
VIS-004231,tablet,Lijn_2,308,7675,328.4,0.794,1.008,0.875,186.2,12.4,0.976,3.09,0.745,0.395,0.773,0.227,0.1017,6,0.334,barst,0
VIS-004232,vial,Lijn_2,298,15716,474.1,0.86,1.03,0.821,148.8,11.6,0.932,11.72,0.938,0.342,0.796,0.181,0.0421,0,0.746,geen,1
VIS-004233,capsule,Lijn_3,155,6247,281.6,1.019,1.016,0.834,171.7,16.8,0.892,5.93,0.842,0.308,0.754,0.083,0.0448,1,0.82,geen,1
VIS-004234,tablet,Lijn_2,299,7861,334.3,0.863,0.965,0.83,191.4,7.8,0.917,5.4,0.831,0.27,0.748,0.151,0.041,2,0.885,geen,1
VIS-004235,vial,Lijn_3,155,14878,454.3,0.891,0.994,0.908,186.0,10.6,0.921,7.8,0.847,0.271,0.817,0.238,0.0522,2,0.891,geen,1
VIS-004236,vial,Lijn_2,301,15670,463.8,0.752,1.171,0.831,179.8,17.7,0.966,3.54,0.808,0.344,0.741,0.165,0.0281,1,0.382,vormafwijking,0
VIS-004237,capsule,Lijn_1,206,6137,281.4,0.971,0.977,0.823,162.1,13.2,0.928,5.37,0.886,0.278,0.849,0.073,0.0664,3,0.793,geen,1
VIS-004238,vial,Lijn_1,202,14525,416.1,1.068,1.065,0.81,150.4,13.6,0.942,2.04,0.84,0.274,0.809,0.161,0.0671,4,0.939,geen,1
VIS-004239,tablet,Lijn_2,292,7919,322.8,0.935,0.999,0.876,183.8,16.2,0.916,2.27,0.87,0.245,0.852,0.159,0.0362,3,0.889,geen,1
VIS-004240,capsule,Lijn_1,191,6110,280.9,0.956,1.024,0.848,191.2,9.4,0.954,12.53,0.884,0.304,0.815,0.176,0.0598,1,0.643,geen,1
VIS-004241,tablet,Lijn_3,144,8293,332.8,0.96,0.973,0.855,191.1,9.5,0.933,20.0,0.726,0.243,0.827,0.186,0.0566,2,0.764,geen,1
VIS-004242,vial,Lijn_2,304,15265,455.7,0.922,0.98,0.823,174.1,9.0,0.894,6.68,0.864,0.314,0.81,0.157,0.0415,2,0.882,geen,1
VIS-004243,capsule,Lijn_1,204,5787,269.3,0.966,0.938,0.863,182.6,15.3,0.919,4.94,0.809,0.373,0.776,0.197,0.044,0,0.776,geen,1
VIS-004244,tablet,Lijn_1,197,7721,327.2,0.908,1.024,0.851,161.0,13.6,0.904,3.06,0.761,0.21,0.803,0.163,0.0578,1,0.801,geen,1
VIS-004245,vial,Lijn_1,209,15126,437.9,0.992,1.004,0.873,177.8,12.3,0.921,4.49,0.816,0.293,0.76,0.183,0.0509,1,0.816,geen,1
VIS-004246,tablet,Lijn_1,201,7987,323.8,0.924,0.997,0.865,179.5,13.3,0.96,7.34,0.811,0.258,0.809,0.175,0.0519,3,0.668,geen,1
VIS-004247,tablet,Lijn_3,148,7508,318.2,0.939,0.946,0.862,154.3,8.9,0.892,8.37,0.813,0.167,0.827,0.156,0.0431,3,0.781,geen,1
VIS-004248,capsule,Lijn_2,308,6589,282.4,1.047,1.029,0.872,182.2,11.2,0.907,5.64,0.751,0.216,0.855,0.179,0.0308,1,0.916,geen,1
VIS-004249,vial,Lijn_2,298,14540,453.5,0.918,1.046,0.858,176.0,9.0,0.925,2.51,0.877,0.335,0.817,0.087,0.043,5,0.744,geen,1
VIS-004250,vial,Lijn_2,306,14563,422.3,0.998,0.964,0.841,173.5,10.9,0.951,13.06,0.858,0.406,0.755,0.086,0.0668,0,0.853,geen,1
VIS-004251,vial,Lijn_3,154,15656,439.1,1.019,1.018,0.858,165.5,14.0,0.929,4.26,0.819,0.278,0.748,0.154,0.0388,1,0.798,geen,1
VIS-004252,capsule,Lijn_3,152,6206,275.7,1.025,1.032,0.818,188.1,13.2,0.935,2.5,0.846,0.293,0.836,0.159,0.0376,4,0.507,geen,1
VIS-004253,vial,Lijn_1,190,15155,439.9,0.96,1.028,0.841,192.5,13.4,0.851,2.67,0.838,0.285,0.88,0.185,0.0404,2,0.649,geen,1
VIS-004254,vial,Lijn_1,205,15442,465.4,0.886,0.981,0.884,154.6,16.3,0.918,5.53,0.94,0.289,0.833,0.159,0.0554,1,0.915,geen,1
VIS-004255,tablet,Lijn_3,156,7721,310.9,1.007,1.013,0.859,190.8,13.5,0.95,9.92,0.836,0.251,0.874,0.146,0.0441,1,0.283,geen,1
VIS-004256,capsule,Lijn_3,140,5846,265.2,1.073,1.013,0.9,173.1,13.2,0.901,10.13,0.905,0.331,0.851,0.125,0.0489,1,0.975,geen,1
VIS-004257,vial,Lijn_1,201,14999,464.4,0.847,1.003,0.827,179.2,10.7,0.896,4.84,0.751,0.299,0.819,0.162,0.034,1,0.861,geen,1
VIS-004258,tablet,Lijn_3,153,8171,342.2,0.884,0.992,0.846,173.3,14.7,0.942,4.77,0.774,0.359,0.862,0.121,0.0494,1,0.719,geen,1
VIS-004259,vial,Lijn_1,199,15229,453.1,0.96,1.015,0.795,184.9,24.0,0.905,8.04,0.884,0.27,0.785,0.141,0.0582,5,0.464,deeltje,0
VIS-004260,tablet,Lijn_2,301,7505,296.6,1.097,1.015,0.865,187.4,10.3,0.957,7.94,0.884,0.261,0.795,0.134,0.0638,3,0.918,geen,1
VIS-004261,vial,Lijn_1,191,14097,446.0,0.915,1.041,0.88,176.5,13.4,0.9,4.82,0.775,0.408,0.832,0.163,0.0633,1,0.947,geen,1
VIS-004262,vial,Lijn_1,190,14383,408.7,1.007,0.998,0.839,183.7,13.4,0.893,4.11,0.945,0.264,0.763,0.335,0.0967,9,0.375,barst,0
VIS-004263,tablet,Lijn_3,148,8199,313.9,1.038,0.979,0.849,162.6,18.4,0.731,14.03,0.732,0.333,0.79,0.141,0.067,0,0.581,verkleuring,0
VIS-004264,vial,Lijn_3,156,14799,447.3,0.954,0.963,0.841,201.7,12.0,0.955,4.76,0.898,0.359,0.816,0.13,0.0588,3,0.681,geen,1
VIS-004265,capsule,Lijn_3,142,6090,267.4,1.08,0.95,0.882,158.1,11.5,0.894,5.92,0.847,0.3,0.85,0.103,0.0502,1,0.808,geen,1
VIS-004266,tablet,Lijn_2,299,8082,318.1,1.027,1.014,0.859,187.5,14.5,0.935,15.64,0.806,0.279,0.805,0.177,0.0638,2,0.745,geen,1
VIS-004267,capsule,Lijn_3,155,5723,282.4,0.919,1.001,0.874,192.8,10.1,0.932,3.73,0.846,0.277,0.727,0.182,0.0444,4,0.831,geen,1
VIS-004268,vial,Lijn_2,296,14578,424.1,1.009,1.007,0.845,188.5,8.9,0.901,17.27,0.831,0.374,0.826,0.183,0.0581,2,0.863,geen,1
VIS-004269,capsule,Lijn_3,157,6153,295.2,0.854,1.027,0.818,172.7,15.5,0.976,3.23,0.826,0.316,0.747,0.183,0.0529,2,0.97,geen,1
VIS-004270,tablet,Lijn_2,298,7602,331.1,0.866,0.951,0.799,175.0,12.4,0.887,2.19,0.852,0.295,0.801,0.15,0.0546,0,0.911,geen,1
VIS-004271,tablet,Lijn_1,194,8074,317.3,0.993,0.999,0.813,198.4,6.9,0.939,3.15,0.895,0.218,0.736,0.147,0.055,1,0.602,geen,1
VIS-004272,tablet,Lijn_3,143,8053,327.0,0.961,0.977,0.816,135.9,17.3,0.794,4.29,0.754,0.379,0.809,0.122,0.0626,1,0.412,verkleuring,0
VIS-004273,capsule,Lijn_1,193,6189,288.9,0.914,0.996,0.837,168.8,16.8,0.93,11.58,0.863,0.251,0.755,0.137,0.0423,4,0.582,geen,1
VIS-004274,capsule,Lijn_3,143,5688,281.8,0.894,0.983,0.879,189.0,13.9,0.92,3.03,0.733,0.221,0.922,0.185,0.0549,0,0.776,geen,1
VIS-004275,tablet,Lijn_3,145,8441,329.0,0.992,1.008,0.881,149.1,9.2,0.91,3.45,0.88,0.312,0.795,0.12,0.0681,2,0.878,geen,1
VIS-004276,vial,Lijn_3,140,14094,416.5,0.954,1.013,0.901,195.2,14.2,0.942,16.45,0.827,0.398,0.763,0.325,0.094,8,0.65,barst,0
VIS-004277,tablet,Lijn_1,209,7632,329.8,0.8,1.171,0.766,187.9,11.6,0.885,10.35,0.794,0.276,0.76,0.185,0.0729,4,0.561,vormafwijking,0
VIS-004278,tablet,Lijn_2,292,8283,342.0,0.9,1.015,0.841,184.1,7.8,0.937,7.84,0.891,0.304,0.882,0.163,0.0443,1,0.886,geen,1
VIS-004279,tablet,Lijn_1,194,8014,337.7,0.888,1.001,0.834,185.4,18.4,0.909,14.84,0.865,0.321,0.788,0.087,0.03,1,0.91,geen,1
VIS-004280,tablet,Lijn_2,300,7906,311.5,1.049,0.989,0.83,175.6,10.1,0.936,9.98,0.978,0.285,0.784,0.163,0.0558,2,0.528,geen,1
VIS-004281,vial,Lijn_3,140,14233,457.0,0.9,1.035,0.832,146.7,11.2,0.923,11.25,0.855,0.252,0.739,0.21,0.0559,3,0.656,vulniveau,0
VIS-004282,vial,Lijn_3,142,16112,435.0,1.075,1.019,0.836,188.1,8.8,0.858,8.47,0.829,0.254,0.826,0.129,0.0515,4,0.93,geen,1
VIS-004283,vial,Lijn_1,201,15050,425.1,1.033,0.98,0.834,175.5,14.0,0.895,3.72,0.916,0.363,0.782,0.129,0.0393,1,0.844,geen,1
VIS-004284,tablet,Lijn_1,193,8110,320.7,0.99,0.993,0.846,205.9,11.0,0.992,8.3,0.911,0.307,0.73,0.171,0.0437,4,0.69,geen,1
VIS-004285,tablet,Lijn_2,307,8462,319.9,1.075,0.981,0.842,149.6,12.2,0.929,2.94,0.928,0.265,0.785,0.197,0.0594,1,0.613,geen,1
VIS-004286,tablet,Lijn_3,153,7967,327.3,0.933,0.966,0.837,185.9,13.8,0.884,7.68,0.877,0.395,0.776,0.203,0.0395,3,0.809,geen,1
VIS-004287,tablet,Lijn_2,292,8171,342.7,0.872,1.01,0.877,195.0,9.5,0.894,6.69,0.879,0.358,0.841,0.185,0.0335,2,0.645,geen,1
VIS-004288,vial,Lijn_3,149,15545,424.3,1.105,1.042,0.869,170.9,10.7,0.944,9.25,0.787,0.259,0.828,0.154,0.0526,0,0.798,geen,1
VIS-004289,tablet,Lijn_2,308,8517,345.5,0.936,0.984,0.897,189.2,14.4,0.966,6.41,0.833,0.356,0.787,0.088,0.0407,3,0.646,geen,1
VIS-004290,vial,Lijn_3,152,14353,422.5,0.961,1.027,0.866,169.8,15.5,0.916,3.53,0.885,0.261,0.74,0.167,0.0289,0,0.816,geen,1
VIS-004291,tablet,Lijn_3,151,7842,323.2,0.951,0.991,0.853,158.7,11.2,0.907,3.77,0.943,0.247,0.795,0.168,0.053,3,0.833,geen,1
VIS-004292,tablet,Lijn_3,153,8632,342.5,0.924,0.919,0.837,206.0,10.3,0.91,2.04,0.817,0.263,0.835,0.147,0.0559,0,0.771,geen,1
VIS-004293,tablet,Lijn_1,195,8373,318.4,1.059,0.957,0.885,177.8,15.0,0.979,3.27,0.874,0.315,0.797,0.14,0.0619,2,0.925,geen,1
VIS-004294,vial,Lijn_1,195,14362,450.8,0.896,1.005,0.887,190.0,16.9,0.923,8.64,0.762,0.313,0.871,0.185,0.0415,3,0.079,deeltje,0
VIS-004295,tablet,Lijn_2,298,8205,332.1,0.918,1.001,0.819,161.6,12.8,0.915,4.8,0.854,0.383,0.831,0.134,0.0416,0,0.814,geen,1
VIS-004296,vial,Lijn_3,140,15264,422.9,1.068,0.996,0.839,176.2,16.6,0.993,6.24,0.94,0.268,0.832,0.134,0.0345,2,0.741,geen,1
VIS-004297,vial,Lijn_2,305,15579,431.9,1.024,0.993,0.851,164.1,9.0,0.912,8.75,0.797,0.306,0.859,0.115,0.0307,0,0.947,geen,1
VIS-004298,tablet,Lijn_1,192,8403,325.0,0.976,0.944,0.812,194.3,10.8,0.926,29.55,0.788,0.274,0.785,0.174,0.0663,1,0.624,geen,1
VIS-004299,vial,Lijn_1,199,14709,432.1,0.815,1.11,0.761,174.9,13.0,0.872,5.54,0.791,0.397,0.82,0.151,0.0681,3,0.535,vormafwijking,0
VIS-004300,vial,Lijn_2,301,15075,427.3,1.048,1.005,0.866,179.9,11.5,0.89,7.69,0.818,0.292,0.794,0.105,0.0462,3,0.956,geen,1
VIS-004301,vial,Lijn_1,208,15178,458.6,0.917,1.036,0.8,179.1,7.1,0.901,11.22,0.798,0.36,0.722,0.18,0.0398,2,0.554,geen,1
VIS-004302,vial,Lijn_2,294,15111,464.2,0.881,1.004,0.873,185.2,10.5,0.944,2.48,0.843,0.393,0.782,0.135,0.0496,1,0.84,geen,1
VIS-004303,capsule,Lijn_2,307,5974,293.3,0.883,1.007,0.868,200.3,24.2,0.936,12.57,0.867,0.285,0.77,0.187,0.0579,0,0.953,geen,1
VIS-004304,vial,Lijn_1,207,13398,459.6,0.91,1.004,0.882,188.2,12.6,0.9,6.89,0.759,0.271,0.755,0.128,0.0473,0,0.224,vulniveau,0
VIS-004305,vial,Lijn_2,294,15035,441.3,1.008,1.008,0.886,180.7,14.6,0.955,8.32,0.786,0.245,0.857,0.147,0.0689,4,0.847,geen,1
VIS-004306,vial,Lijn_3,153,14927,445.6,0.99,0.998,0.938,184.5,9.3,0.951,5.12,0.893,0.293,0.725,0.189,0.0429,2,0.905,geen,1
VIS-004307,tablet,Lijn_2,304,7725,315.6,0.947,1.006,0.852,188.4,13.7,0.93,5.23,0.813,0.281,0.83,0.187,0.0323,0,0.899,geen,1
VIS-004308,tablet,Lijn_2,306,7475,324.4,0.882,0.982,0.819,191.1,7.3,0.913,13.68,0.87,0.404,0.738,0.119,0.0532,2,0.916,geen,1
VIS-004309,vial,Lijn_1,204,14862,441.8,0.94,0.992,0.84,189.1,25.6,0.949,18.64,0.786,0.292,0.721,0.166,0.0375,4,0.209,deeltje,0
VIS-004310,vial,Lijn_2,299,14964,435.7,0.965,1.058,0.881,169.2,17.2,0.886,9.79,0.837,0.297,0.808,0.16,0.0251,5,0.54,geen,1
VIS-004311,vial,Lijn_3,143,15900,429.2,1.076,1.034,0.872,183.5,15.5,0.961,3.11,0.771,0.289,0.763,0.158,0.06,1,0.558,geen,1
VIS-004312,tablet,Lijn_1,208,8003,323.2,0.952,0.979,0.824,190.9,8.3,0.913,5.19,0.84,0.3,0.831,0.148,0.0371,1,0.66,geen,1
VIS-004313,capsule,Lijn_3,156,5427,270.5,0.884,1.026,0.872,183.9,16.1,0.964,2.79,0.868,0.302,0.784,0.111,0.0617,5,0.767,geen,1
VIS-004314,capsule,Lijn_2,292,5999,264.5,1.134,1.02,0.79,169.7,2.6,0.951,14.96,0.894,0.307,0.847,0.1,0.0578,2,0.914,geen,1
VIS-004315,vial,Lijn_2,292,14258,431.5,0.965,0.978,0.884,156.4,11.0,0.878,3.74,0.819,0.287,0.8,0.126,0.0333,4,0.774,geen,1
VIS-004316,capsule,Lijn_3,151,6072,272.6,1.021,1.002,0.832,183.1,9.7,0.895,3.46,0.86,0.25,0.779,0.156,0.0489,3,0.705,geen,1
VIS-004317,tablet,Lijn_3,158,7660,326.5,0.891,0.955,0.867,205.3,21.4,0.934,23.01,0.815,0.288,0.763,0.164,0.0483,4,0.133,deeltje,0
VIS-004318,vial,Lijn_1,209,15251,440.6,1.002,0.941,0.854,168.8,10.6,0.914,13.9,0.852,0.235,0.748,0.161,0.0686,3,0.284,kras,0
VIS-004319,vial,Lijn_1,195,14540,416.2,0.881,1.136,0.752,172.6,13.9,0.899,9.92,0.816,0.296,0.739,0.191,0.0392,2,0.469,vormafwijking,0
VIS-004320,vial,Lijn_1,195,15370,450.6,0.954,1.017,0.826,204.5,12.1,0.867,4.19,0.794,0.284,0.718,0.139,0.0483,3,0.763,geen,1
VIS-004321,tablet,Lijn_1,204,8322,325.0,0.996,1.008,0.851,190.8,11.7,0.949,7.13,0.868,0.23,0.802,0.156,0.0341,2,0.579,geen,1
VIS-004322,vial,Lijn_1,191,14322,436.7,0.96,0.992,0.846,175.0,14.6,0.897,9.66,0.809,0.38,0.88,0.153,0.0443,2,0.748,geen,1
VIS-004323,tablet,Lijn_2,298,7466,309.2,0.817,1.129,0.788,181.3,10.7,0.914,5.65,0.865,0.251,0.867,0.15,0.0465,0,0.24,vormafwijking,0
VIS-004324,vial,Lijn_2,306,15378,436.6,1.002,0.973,0.869,182.6,9.1,0.898,24.15,0.832,0.325,0.819,0.165,0.0384,2,0.741,geen,1
VIS-004325,vial,Lijn_3,154,14756,420.1,1.068,0.974,0.8,170.1,5.1,0.875,4.17,0.875,0.241,0.788,0.166,0.0362,0,0.581,geen,1
VIS-004326,vial,Lijn_1,208,14968,460.2,0.922,0.978,0.853,176.1,8.3,0.895,5.62,0.802,0.319,0.774,0.128,0.0493,2,0.742,geen,1
VIS-004327,capsule,Lijn_2,302,6343,281.1,1.0,0.992,0.805,198.2,15.2,0.956,11.3,0.808,0.294,0.744,0.13,0.0508,3,0.905,geen,1
VIS-004328,capsule,Lijn_2,303,5382,266.5,0.934,1.026,0.877,187.9,12.6,0.893,6.9,0.852,0.271,0.894,0.087,0.0712,2,0.864,geen,1
VIS-004329,tablet,Lijn_2,297,7544,329.5,0.867,1.009,0.872,167.4,9.9,0.921,2.77,0.863,0.383,0.78,0.17,0.0508,1,0.737,geen,1
VIS-004330,tablet,Lijn_2,308,7817,303.5,1.059,0.996,0.845,173.7,8.7,0.943,4.64,0.823,0.31,0.738,0.143,0.0491,3,0.769,geen,1
VIS-004331,tablet,Lijn_3,142,8039,322.1,0.988,0.995,0.817,182.0,15.2,0.907,10.32,0.911,0.379,0.76,0.233,0.0464,2,0.222,kras,0
VIS-004332,vial,Lijn_1,204,14909,442.7,0.988,1.02,0.843,188.3,6.6,0.926,4.23,0.864,0.302,0.765,0.157,0.0495,1,0.911,geen,1
VIS-004333,tablet,Lijn_1,206,7933,304.8,1.103,0.997,0.826,183.1,9.0,0.928,6.18,0.759,0.315,0.715,0.166,0.036,2,0.941,geen,1
VIS-004334,tablet,Lijn_2,306,8615,329.7,1.008,0.985,0.86,183.1,10.3,0.927,3.35,0.934,0.364,0.705,0.161,0.0378,1,0.949,geen,1
VIS-004335,tablet,Lijn_1,206,8201,314.3,1.069,1.008,0.845,189.2,7.9,0.874,2.4,0.842,0.291,0.823,0.105,0.0653,2,0.994,geen,1
VIS-004336,vial,Lijn_2,299,14594,445.1,0.907,1.017,0.859,182.4,11.9,0.966,4.27,0.912,0.307,0.826,0.169,0.0348,3,0.641,geen,1
VIS-004337,tablet,Lijn_3,155,7570,306.0,1.037,0.971,0.839,188.2,7.0,0.899,4.35,0.853,0.225,0.767,0.15,0.0541,1,0.89,geen,1
VIS-004338,vial,Lijn_1,206,14579,446.6,0.908,1.012,0.874,184.5,11.9,0.952,2.37,0.868,0.27,0.803,0.1,0.0471,2,0.479,geen,1
VIS-004339,vial,Lijn_3,144,15442,444.4,0.997,0.93,0.8,167.3,12.3,0.901,3.06,0.857,0.25,0.772,0.166,0.0495,3,0.494,geen,1
VIS-004340,vial,Lijn_2,307,14343,422.3,1.034,1.032,0.885,205.3,14.9,0.877,14.69,0.818,0.259,0.649,0.254,0.0536,2,0.164,kras,0
VIS-004341,vial,Lijn_2,302,15002,438.9,0.972,1.036,0.871,181.6,11.9,0.981,5.72,0.879,0.349,0.806,0.07,0.0547,0,0.938,geen,1
VIS-004342,tablet,Lijn_3,157,7901,323.0,0.941,0.959,0.849,164.9,9.3,0.91,8.21,0.889,0.386,0.791,0.176,0.0561,5,0.925,geen,1
VIS-004343,vial,Lijn_2,303,14543,417.6,1.048,0.964,0.861,180.1,10.8,0.961,4.46,0.888,0.248,0.779,0.17,0.0521,2,0.904,geen,1
VIS-004344,vial,Lijn_2,290,14626,440.3,0.951,0.968,0.862,174.3,11.9,0.929,2.44,0.932,0.303,0.791,0.119,0.0544,1,0.894,geen,1
VIS-004345,capsule,Lijn_2,302,6335,281.6,0.925,1.027,0.85,173.5,7.5,0.885,9.59,0.789,0.33,0.804,0.367,0.1077,7,0.417,barst,0
VIS-004346,vial,Lijn_1,195,14801,414.0,1.043,1.017,0.841,172.8,8.5,0.942,7.9,0.831,0.268,0.829,0.156,0.038,2,0.892,geen,1
VIS-004347,capsule,Lijn_2,301,5654,264.6,1.036,1.025,0.813,153.6,10.9,0.917,11.06,0.815,0.25,0.825,0.147,0.0511,1,0.809,geen,1
VIS-004348,capsule,Lijn_3,144,5694,278.8,0.914,0.977,0.859,189.1,13.2,0.882,5.23,0.889,0.444,0.811,0.109,0.0493,1,0.837,geen,1
VIS-004349,tablet,Lijn_2,290,7885,316.6,0.969,0.96,0.818,171.3,8.9,0.955,18.0,0.874,0.417,0.898,0.125,0.0447,5,0.902,geen,1
VIS-004350,vial,Lijn_1,192,14187,425.3,0.938,0.998,0.875,177.1,9.8,0.946,12.13,0.855,0.334,0.817,0.154,0.0316,4,0.951,geen,1
