sample_id,temperatuur_C,druk_bar,debiet_Lh,pH,conductiviteit_mScm,viscositeit_mPas,turbiditeit_NTU,opgeloste_O2_mgL,kwaliteitsscore,is_anomalie,regime,is_gelabeld,model_voorspelling,model_onzekerheid,informativiteit
AL-04152,168.4,2.63,80.9,7.7,4.99,787.4,0.2,1.7,67.3,0,2,0,63.1,6.07,7.0
AL-04153,238.8,15.64,45.4,6.0,6.63,139.6,17.8,3.7,89.8,0,0,0,90.1,13.22,17.15
AL-04154,107.5,4.19,93.1,6.0,4.86,390.3,51.8,0.0,76.4,0,3,0,83.4,8.25,8.48
AL-04155,265.8,4.36,12.4,4.8,0.59,41.9,22.9,7.8,87.2,0,3,0,82.5,9.35,11.64
AL-04156,253.2,1.44,91.4,8.2,7.65,591.7,70.2,7.1,56.1,0,2,0,52.3,10.34,14.25
AL-04157,184.0,2.06,66.2,4.1,6.2,853.6,40.7,2.5,68.1,0,2,0,66.1,6.65,7.57
AL-04158,155.9,2.57,75.7,8.7,6.18,543.8,84.0,3.6,58.3,0,2,0,62.5,7.18,9.58
AL-04159,157.6,9.48,49.2,5.3,2.83,947.7,74.7,7.7,69.3,0,2,0,69.3,5.17,5.76
AL-04160,103.5,19.37,23.4,7.2,7.16,608.9,88.2,4.2,75.1,0,1,0,72.2,9.78,9.8
AL-04161,170.2,3.84,45.2,7.2,7.35,501.4,13.3,14.5,71.0,0,2,0,63.0,5.33,5.75
AL-04162,213.7,2.05,48.8,9.3,5.82,158.2,41.4,3.5,83.2,0,3,0,80.9,7.49,8.71
AL-04163,105.2,13.2,78.3,5.0,4.41,998.0,4.7,5.3,58.7,0,2,0,53.2,7.66,10.15
AL-04164,259.5,17.24,27.1,8.1,2.47,178.7,20.1,12.1,97.4,0,0,0,98.5,10.32,14.95
AL-04165,127.2,11.56,87.2,9.6,2.53,520.1,85.7,5.4,83.1,0,1,0,86.2,6.39,7.43
AL-04166,139.2,15.1,11.9,5.2,0.34,178.6,4.1,3.7,81.5,0,3,0,75.1,8.68,9.81
AL-04167,105.1,10.39,91.7,4.6,4.12,784.6,34.4,12.7,68.3,0,2,0,74.1,9.41,10.68
AL-04168,118.0,19.48,33.5,7.5,9.16,689.9,76.0,9.5,78.4,0,1,0,73.4,8.86,9.46
AL-04169,132.8,8.71,77.0,4.6,9.23,484.3,55.7,6.0,79.5,0,3,0,72.3,8.59,9.37
AL-04170,136.7,1.96,18.0,8.8,2.07,67.0,17.6,4.8,82.6,0,1,0,80.0,7.87,9.08
AL-04171,233.6,16.25,74.0,9.2,8.48,242.5,48.3,10.6,92.2,0,0,0,99.1,8.4,11.29
AL-04172,220.0,9.77,19.8,6.1,0.87,882.3,81.1,14.7,58.5,0,2,0,56.0,5.96,7.93
AL-04173,149.6,7.43,85.8,7.9,7.85,997.0,2.7,12.6,83.1,0,1,0,78.0,6.03,7.0
AL-04174,240.2,17.06,15.8,8.4,4.43,911.5,14.9,8.3,87.2,0,0,0,90.5,8.58,10.68
AL-04175,176.8,2.01,62.4,9.4,2.41,145.9,26.7,11.6,89.0,0,3,0,90.8,5.5,7.03
AL-04176,103.5,18.24,33.6,7.9,0.21,963.0,43.9,10.4,75.9,0,1,0,76.8,9.31,9.47
AL-04177,208.7,1.22,67.8,6.2,3.53,82.2,37.7,11.0,86.5,0,3,0,81.9,8.27,10.18
AL-04178,261.7,17.14,47.1,7.4,2.69,381.6,3.2,7.7,89.7,0,0,0,86.3,11.34,14.67
AL-04179,298.1,7.43,22.3,7.3,6.88,797.7,41.5,5.1,67.5,0,2,0,60.6,12.92,14.87
AL-04180,224.7,15.59,85.7,5.7,8.71,67.2,34.4,14.2,72.7,1,0,0,78.1,12.18,12.73
AL-04181,227.3,4.2,78.7,9.6,9.5,461.9,38.1,13.8,87.4,0,3,0,80.6,7.93,9.9
AL-04182,118.9,3.88,34.6,9.0,4.2,986.0,16.4,9.2,80.7,0,1,0,80.1,8.61,9.59
AL-04183,248.6,19.16,89.4,9.9,9.04,408.1,17.8,4.3,86.6,0,0,0,83.4,10.87,13.39
AL-04184,242.4,11.18,63.1,4.1,5.08,227.1,19.8,2.9,75.3,1,0,0,67.2,12.43,12.51
AL-04185,205.6,15.98,37.9,8.2,4.33,517.3,8.5,10.0,87.7,0,0,0,90.0,8.05,10.08
AL-04186,186.0,4.64,24.4,10.0,2.49,776.6,15.1,14.5,71.3,0,2,0,71.6,5.44,5.84
AL-04187,201.2,9.47,51.8,6.2,9.57,21.9,56.0,6.4,85.2,0,3,0,91.6,4.97,5.99
AL-04188,123.6,10.56,46.0,5.4,6.75,831.7,52.0,10.3,67.1,0,2,0,64.8,6.8,7.87
AL-04189,223.6,5.22,48.1,5.0,8.14,700.9,79.5,3.0,59.6,0,2,0,58.1,7.52,9.83
AL-04190,191.5,18.82,21.5,4.1,6.21,915.2,71.2,9.1,63.2,0,2,0,63.4,7.83,9.68
AL-04191,209.9,3.27,14.9,7.7,6.98,950.0,67.7,8.2,60.8,0,2,0,60.9,7.02,9.02
AL-04192,271.5,18.7,74.0,5.3,6.23,568.8,41.6,12.8,89.6,0,0,0,95.2,11.61,14.99
AL-04193,124.3,3.89,52.1,4.9,9.62,865.3,96.1,13.6,38.1,1,2,0,31.6,12.45,21.64
AL-04194,268.5,10.66,17.9,4.1,8.92,872.8,73.2,0.2,95.8,0,0,0,101.1,8.15,11.55
AL-04195,132.3,11.94,17.9,6.7,9.32,336.0,74.3,9.4,82.3,0,3,0,79.2,5.75,6.59
AL-04196,157.8,12.58,30.5,7.1,1.92,603.1,83.5,2.7,66.7,0,2,0,64.9,5.11,5.95
AL-04197,281.4,3.66,42.1,4.6,8.52,181.0,52.6,10.9,96.4,0,3,0,93.4,11.37,16.23
AL-04198,106.4,13.95,13.3,9.7,7.02,262.5,15.0,9.7,76.7,0,1,0,84.3,8.01,8.29
AL-04199,148.9,2.49,16.1,9.8,1.36,996.7,26.5,14.9,87.2,0,1,0,75.6,7.29,9.07
AL-04200,104.9,12.49,88.2,6.9,8.39,341.3,7.9,7.7,81.7,0,3,0,79.8,9.06,10.28
AL-04201,260.5,6.77,16.0,9.4,1.88,248.3,23.8,14.2,86.8,0,3,0,85.1,8.96,11.08
AL-04202,182.8,2.02,18.4,6.2,8.8,206.3,91.4,3.6,82.5,0,3,0,80.2,5.93,6.82
AL-04203,108.7,9.92,46.0,5.0,4.68,264.3,74.9,6.8,85.1,0,3,0,88.7,6.81,8.19
AL-04204,263.0,3.84,77.9,5.3,7.63,658.9,68.4,1.3,64.5,0,2,0,70.0,10.17,12.31
AL-04205,165.2,5.5,43.7,8.8,8.86,141.9,29.7,13.9,84.4,0,3,0,80.1,5.3,6.3
AL-04206,298.9,10.86,17.8,5.4,7.59,193.7,97.6,0.8,94.8,0,0,0,89.4,9.48,13.23
AL-04207,203.0,9.64,21.4,4.6,7.51,631.2,68.1,2.5,59.2,0,2,0,67.1,4.66,6.13
AL-04208,295.9,12.9,36.5,9.6,7.55,254.6,17.8,13.4,99.2,0,0,0,93.2,11.89,17.64
AL-04209,231.3,9.89,83.6,4.0,6.45,547.6,48.4,14.0,68.2,0,2,0,73.3,5.87,6.67
AL-04210,238.1,15.0,85.0,7.0,5.1,419.5,91.8,14.2,92.8,0,0,0,94.8,10.84,14.7
AL-04211,206.3,7.56,34.6,5.7,0.92,952.6,22.2,14.3,34.1,1,2,0,27.2,10.75,19.54
AL-04212,280.6,17.59,74.8,7.5,3.48,210.7,66.5,9.5,97.4,0,0,0,101.0,12.58,18.2
AL-04213,288.8,6.92,87.7,4.2,6.87,474.6,14.2,9.4,88.2,0,3,0,80.2,11.47,14.49
AL-04214,206.7,12.82,38.3,5.8,2.16,361.9,7.9,6.7,87.9,0,0,0,83.4,6.61,8.32
AL-04215,237.5,18.01,19.6,5.4,6.63,773.7,91.6,13.2,90.6,0,0,0,84.9,8.73,11.46
AL-04216,116.7,13.94,16.4,4.4,5.02,165.7,48.2,11.4,82.9,0,3,0,83.3,7.3,8.44
AL-04217,251.6,10.38,18.5,4.4,8.16,55.4,81.9,2.0,86.8,0,0,0,83.4,8.73,10.78
AL-04218,109.4,11.78,99.5,9.9,7.12,866.5,64.4,2.2,86.0,0,1,0,84.6,6.85,8.35
AL-04219,233.1,2.55,97.0,9.6,9.42,712.6,89.5,12.8,68.8,0,2,0,72.9,8.18,9.2
AL-04220,259.2,4.16,40.6,4.3,0.26,589.9,1.4,11.4,65.0,0,2,0,68.4,12.21,14.66
AL-04221,269.8,3.02,61.1,6.2,0.97,687.1,33.1,5.1,45.2,1,2,0,52.5,15.32,24.43
AL-04222,294.7,8.09,10.2,9.0,8.16,721.6,33.4,7.3,66.5,0,2,0,69.1,11.28,13.19
AL-04223,108.2,14.66,98.2,9.6,4.76,130.9,8.1,11.1,80.7,0,1,0,87.4,8.53,9.49
AL-04224,252.9,4.15,68.0,5.9,4.08,576.2,7.6,5.6,67.9,0,2,0,72.3,9.3,10.63
AL-04225,168.2,7.7,43.2,6.4,7.73,847.6,83.6,1.4,58.9,0,2,0,60.4,4.29,5.67
AL-04226,194.2,9.27,48.0,7.4,8.93,575.9,5.4,11.1,62.7,0,2,0,63.3,4.42,5.51
AL-04227,130.1,13.02,40.5,7.2,5.11,386.1,63.0,12.4,74.0,0,1,0,71.5,7.26,7.4
AL-04228,168.5,18.95,39.5,5.0,6.91,172.0,80.9,8.1,83.9,0,3,0,81.9,7.77,9.14
AL-04229,152.5,7.34,34.1,6.3,0.28,382.3,62.1,7.9,83.2,0,3,0,82.7,5.72,6.66
AL-04230,170.6,18.33,15.9,5.1,4.82,95.9,20.8,8.3,81.8,0,3,0,81.5,6.79,7.7
AL-04231,132.9,3.05,73.3,6.2,7.38,928.3,72.8,0.0,60.3,0,2,0,60.5,8.27,10.71
AL-04232,281.5,8.43,44.5,5.0,6.89,95.4,87.3,5.5,86.1,0,3,0,82.6,8.88,10.86
AL-04233,121.4,11.67,17.5,7.7,3.1,720.5,86.0,5.0,76.3,0,1,0,79.2,8.29,8.51
AL-04234,259.1,3.32,73.4,6.2,8.84,869.2,14.3,14.2,64.4,0,2,0,61.7,9.26,11.23
AL-04235,121.8,7.17,61.3,4.4,8.72,344.0,34.3,1.7,76.6,0,3,0,72.1,6.81,7.02
AL-04236,222.7,13.55,94.6,8.0,0.29,747.6,62.9,14.2,89.7,0,0,0,80.2,6.67,8.64
AL-04237,182.2,14.0,21.5,8.8,9.34,212.2,91.0,14.5,88.4,0,3,0,91.7,5.05,6.4
AL-04238,243.5,11.83,78.8,4.3,1.64,739.2,52.1,0.7,73.5,1,0,0,72.2,12.08,12.44
AL-04239,255.4,17.22,10.6,5.6,9.55,779.6,98.5,9.1,89.8,0,0,0,93.0,9.41,12.2
AL-04240,207.5,1.89,42.2,5.7,2.51,840.7,57.3,3.9,62.3,0,2,0,64.3,8.23,10.32
AL-04241,106.7,14.59,89.1,4.0,3.66,532.1,0.0,0.7,62.5,0,2,0,59.5,8.39,10.48
AL-04242,202.2,9.54,94.7,4.4,7.94,121.7,66.0,13.6,85.6,0,3,0,91.1,6.76,8.2
AL-04243,207.2,3.67,25.4,5.6,2.02,583.4,23.3,12.1,61.8,0,2,0,65.7,8.1,10.24
AL-04244,101.5,12.42,90.1,9.4,3.17,168.6,76.2,7.0,81.3,0,1,0,83.3,8.58,9.67
AL-04245,288.4,1.97,73.3,6.0,2.6,81.5,8.8,8.3,81.5,0,3,0,76.7,12.32,13.93
AL-04246,205.4,18.97,14.2,7.9,9.29,956.2,94.3,10.4,93.8,0,0,0,82.9,8.61,11.85
AL-04247,169.0,18.91,96.9,6.2,7.45,230.3,53.9,8.8,79.7,0,3,0,74.8,6.87,7.51
AL-04248,222.6,9.32,48.1,4.0,2.9,903.1,17.6,9.8,56.8,0,2,0,59.0,6.03,8.22
AL-04249,199.9,13.41,44.2,8.0,1.0,65.0,24.8,11.8,83.4,0,3,0,79.5,6.34,7.4
AL-04250,159.5,14.59,18.8,6.2,8.46,469.6,95.9,2.1,78.3,0,3,0,82.1,5.92,6.31
AL-04251,118.3,13.03,12.1,6.0,2.52,842.6,28.9,14.8,61.7,0,2,0,66.6,7.76,9.82
AL-04252,255.3,15.21,45.6,5.3,7.56,938.6,72.5,2.9,100.0,0,0,0,101.9,8.66,13.0
AL-04253,200.1,17.51,80.6,4.5,8.78,819.9,56.9,0.4,88.5,0,0,0,84.7,7.47,9.49
AL-04254,123.4,4.45,38.6,9.0,7.7,111.9,34.1,3.0,72.3,0,1,0,66.7,9.32,9.83
AL-04255,128.0,5.5,12.4,7.2,4.76,760.7,26.3,3.9,75.7,0,1,0,75.5,7.16,7.26
AL-04256,104.6,18.99,69.6,8.2,1.73,79.0,35.5,13.4,81.1,0,1,0,77.1,10.37,11.64
AL-04257,126.8,1.03,11.4,7.0,5.59,956.1,23.5,10.1,54.6,1,2,0,49.5,13.68,19.28
AL-04258,244.2,8.81,80.8,6.4,7.73,339.4,26.9,14.5,87.9,0,3,0,92.7,8.24,10.37
AL-04259,188.6,15.5,74.7,5.7,7.37,152.1,15.1,11.5,83.4,0,3,0,84.8,12.62,14.74
AL-04260,101.1,5.94,92.0,6.1,4.24,517.1,71.4,5.5,57.1,0,2,0,57.0,8.16,11.08
AL-04261,227.8,11.37,48.0,5.9,0.77,389.9,30.5,14.2,97.3,0,0,0,101.9,7.03,10.16
AL-04262,225.9,13.13,32.9,9.2,4.3,784.6,7.6,6.3,90.7,0,0,0,90.0,11.58,15.22
AL-04263,162.2,3.56,67.0,5.6,5.79,779.1,25.3,9.8,66.3,0,2,0,61.2,7.29,8.56
AL-04264,233.5,13.42,82.9,9.7,5.76,501.9,26.9,3.5,98.1,0,0,0,98.2,7.9,11.56
AL-04265,270.0,15.71,11.7,6.6,0.6,653.5,77.6,2.3,94.6,0,0,0,93.4,13.61,18.95
AL-04266,269.2,8.63,28.0,8.2,3.67,812.9,21.4,8.4,62.3,0,2,0,66.5,8.86,11.11
AL-04267,193.4,6.24,16.1,8.3,5.1,164.0,48.3,10.1,82.0,0,3,0,82.1,7.0,7.98
AL-04268,207.7,10.29,69.6,4.3,0.24,720.1,14.6,8.9,93.3,0,0,0,98.2,5.38,7.34
AL-04269,270.4,15.66,47.8,5.9,9.0,185.8,65.9,2.4,92.4,0,0,0,92.0,11.5,15.52
AL-04270,171.7,13.05,78.2,7.4,9.76,820.0,77.6,2.3,45.7,1,2,0,48.4,9.34,14.81
AL-04271,109.3,15.57,65.9,4.1,5.3,78.0,19.9,2.6,78.0,0,3,0,81.7,11.82,12.53
AL-04272,144.0,5.87,37.2,9.5,4.32,757.8,40.7,11.1,77.2,0,1,0,72.4,8.13,8.48
AL-04273,213.8,3.14,59.6,7.0,0.68,685.1,26.6,1.0,58.2,0,2,0,60.2,8.09,10.8
AL-04274,206.0,14.85,70.2,8.4,2.21,875.3,45.2,7.6,94.6,0,0,0,79.7,6.04,8.4
AL-04275,181.5,11.52,39.9,7.1,7.87,486.2,93.4,3.1,76.4,0,3,0,78.0,4.02,4.13
AL-04276,293.5,10.41,37.8,7.3,3.14,18.0,49.4,5.9,100.0,0,0,0,99.2,10.11,15.16
AL-04277,158.8,10.5,47.6,6.5,2.52,225.9,73.9,9.9,82.9,0,3,0,81.9,4.09,4.74
AL-04278,134.1,12.04,56.3,7.8,8.08,572.6,46.0,7.2,84.1,0,1,0,92.1,6.17,7.29
AL-04279,186.1,18.57,16.1,4.3,8.77,159.4,63.9,13.9,82.3,0,3,0,88.2,7.59,8.7
AL-04280,230.4,15.53,93.0,5.3,2.46,298.0,58.3,5.6,95.0,0,0,0,97.6,8.27,11.57
AL-04281,293.7,7.66,22.6,4.3,5.12,717.9,83.7,7.6,52.6,0,2,0,53.6,9.86,14.28
AL-04282,171.9,18.99,13.9,8.1,2.81,341.6,21.9,7.7,76.3,0,3,0,76.6,6.55,6.73
AL-04283,217.4,1.05,55.5,6.1,5.96,454.7,37.1,13.0,92.8,0,3,0,85.5,8.84,12.0
AL-04284,176.7,15.61,88.7,4.7,9.87,281.3,29.1,12.1,87.7,0,3,0,88.8,4.96,6.22
AL-04285,161.8,13.41,31.4,4.2,1.87,728.1,99.4,1.1,62.9,0,2,0,65.0,5.46,6.79
AL-04286,116.0,2.03,75.4,8.5,8.04,441.0,53.6,14.4,82.4,0,1,0,79.4,10.44,11.98
AL-04287,215.8,15.25,85.4,5.2,9.2,154.3,37.4,7.5,92.3,0,0,0,89.3,7.92,10.66
AL-04288,210.3,7.73,70.1,7.3,6.48,821.8,76.9,2.3,68.5,0,2,0,65.1,5.87,6.64
AL-04289,280.6,16.49,55.0,9.1,5.97,387.8,79.5,5.4,95.0,0,0,0,93.3,11.39,15.95
AL-04290,181.6,6.77,46.8,5.0,7.09,402.9,31.1,12.4,80.0,0,3,0,82.9,6.18,6.8
AL-04291,124.3,13.08,57.1,4.1,2.88,305.2,64.9,13.2,82.4,0,3,0,76.1,6.62,7.6
AL-04292,165.4,19.09,41.7,6.1,3.19,959.3,19.7,4.8,61.6,0,2,0,58.0,7.47,9.48
AL-04293,256.8,2.8,21.8,7.4,1.01,721.2,97.0,12.3,60.3,0,2,0,61.4,9.48,12.27
AL-04294,161.8,7.62,54.0,8.6,6.78,52.3,17.2,9.1,84.5,0,3,0,81.2,5.59,6.65
AL-04295,231.2,2.58,34.0,6.6,7.34,234.2,74.2,0.4,83.5,0,3,0,77.3,11.87,13.9
AL-04296,285.0,15.12,66.8,7.2,5.3,598.1,48.7,10.4,92.5,0,0,0,101.5,10.63,14.35
AL-04297,180.8,7.07,92.2,5.8,8.39,220.2,17.7,10.6,88.0,0,3,0,90.3,4.32,5.44
AL-04298,143.4,9.02,88.1,5.6,2.12,841.6,6.6,12.3,68.4,0,2,0,70.1,7.34,8.31
AL-04299,231.1,3.17,78.0,5.5,5.73,839.1,71.4,14.9,68.0,0,2,0,71.8,8.16,9.31
AL-04300,297.8,16.84,48.0,5.4,3.54,932.1,40.5,10.7,99.0,0,0,0,92.8,13.07,19.35
AL-04301,235.5,15.9,70.7,5.6,1.39,822.9,55.2,12.5,86.9,0,0,1,93.0,8.09,10.01
AL-04302,231.4,11.25,67.6,8.7,4.19,895.3,62.4,3.1,87.7,0,0,0,92.6,7.52,9.44
AL-04303,139.6,15.59,45.6,9.1,8.79,817.3,22.5,5.8,78.1,0,1,0,77.6,8.06,8.56
AL-04304,163.5,10.16,81.6,9.6,9.61,785.1,21.5,13.0,37.2,1,2,0,41.5,8.8,15.46
AL-04305,124.5,14.09,90.3,7.4,4.34,751.5,59.2,7.0,75.7,0,1,0,80.8,6.77,6.86
AL-04306,144.1,13.35,12.5,4.2,1.81,129.8,30.7,3.9,77.0,0,3,0,86.9,6.04,6.27
AL-04307,235.4,16.02,14.4,6.5,0.71,870.6,93.2,11.7,88.2,0,0,0,84.0,7.92,10.02
AL-04308,243.2,18.77,25.8,4.8,6.74,237.3,28.3,9.3,93.1,0,0,0,96.0,9.36,12.74
AL-04309,125.4,4.66,99.8,7.5,6.43,820.4,51.9,3.7,79.1,0,1,0,86.1,7.13,7.71
AL-04310,142.5,7.93,11.3,7.7,1.6,739.2,60.4,0.5,78.8,0,1,0,81.1,6.88,7.41
AL-04311,163.0,9.68,57.9,6.4,8.76,245.1,22.2,1.9,75.9,0,3,0,78.9,5.77,5.87
AL-04312,170.6,17.86,85.2,5.0,5.21,67.7,51.7,1.1,77.4,0,3,0,77.2,6.28,6.58
AL-04313,208.3,19.74,22.5,9.0,8.91,528.8,16.5,2.2,85.2,0,0,0,82.4,10.02,12.07
AL-04314,256.4,16.34,17.7,9.2,7.4,77.2,56.8,6.3,92.8,0,0,0,99.7,9.03,12.24
AL-04315,242.6,5.37,65.4,8.4,4.44,119.6,32.4,2.9,86.1,0,3,0,92.1,9.77,11.95
AL-04316,220.7,6.12,62.8,8.5,2.34,61.0,98.4,5.3,80.7,0,3,0,74.0,7.47,8.32
AL-04317,211.9,13.85,41.6,7.5,4.08,597.6,44.1,2.1,93.0,0,0,0,96.4,6.69,9.1
AL-04318,283.8,14.2,14.2,4.5,8.68,41.3,31.6,6.9,93.6,0,0,0,94.2,10.07,13.81
AL-04319,246.1,1.93,24.7,4.2,7.11,422.7,97.2,5.9,85.6,0,3,0,89.0,10.25,12.42
AL-04320,136.1,9.89,81.9,5.7,1.91,821.9,15.2,14.8,72.9,0,2,0,65.8,5.12,5.33
AL-04321,197.3,7.63,66.4,6.1,8.88,383.0,34.9,1.3,78.7,0,3,0,85.9,5.86,6.29
AL-04322,177.1,8.5,31.9,6.0,0.52,80.5,26.3,0.7,76.4,0,3,0,83.4,4.11,4.22
AL-04323,156.9,7.44,74.4,4.1,4.82,109.9,36.5,7.1,55.7,1,3,0,53.6,10.58,14.66
AL-04324,232.8,15.92,32.7,9.2,6.19,663.8,21.3,6.8,93.9,0,0,0,93.6,8.05,11.08
AL-04325,296.6,12.96,22.6,9.0,6.22,228.4,5.4,11.3,95.5,0,0,0,94.1,10.01,14.1
AL-04326,209.1,18.04,95.3,8.8,4.85,491.7,28.9,12.4,86.5,0,0,0,84.8,7.13,8.77
AL-04327,167.8,11.48,73.3,7.2,8.13,5.5,10.4,9.0,80.6,0,3,0,87.8,4.22,4.69
AL-04328,281.9,1.07,12.5,6.4,5.04,262.0,55.3,13.2,88.0,0,3,0,88.4,13.13,16.54
AL-04329,135.2,15.53,48.3,9.2,7.96,256.0,76.2,6.2,81.4,0,1,0,86.9,7.43,8.38
AL-04330,287.0,2.68,40.7,7.6,1.32,77.0,28.6,0.9,80.1,0,3,0,77.7,10.96,12.08
AL-04331,184.1,2.26,96.6,7.0,0.74,857.3,49.6,11.4,68.2,0,2,0,73.6,6.14,6.98
AL-04332,192.9,6.92,27.9,6.7,7.57,158.9,41.2,11.8,85.5,0,3,0,88.9,5.44,6.58
AL-04333,250.2,9.81,35.5,8.2,2.11,960.3,96.7,4.3,67.6,0,2,0,60.0,9.3,10.67
AL-04334,172.3,6.89,96.0,7.9,3.54,865.6,57.5,4.9,61.1,0,2,0,66.2,6.62,8.46
AL-04335,225.3,16.33,28.8,5.3,6.26,81.0,10.0,11.5,91.5,0,0,0,105.3,7.71,10.25
AL-04336,100.8,14.82,68.9,9.9,6.96,603.0,76.6,9.6,50.8,1,1,0,49.0,14.4,21.37
AL-04337,207.9,11.45,27.7,6.9,6.75,323.9,40.7,5.9,92.2,0,0,0,96.7,7.54,10.13
AL-04338,180.9,17.5,86.2,8.1,0.99,100.7,34.7,0.4,75.0,0,3,0,79.2,7.74,7.75
AL-04339,228.4,11.05,31.6,7.5,7.7,238.4,92.9,2.9,95.6,0,0,0,90.5,6.92,9.78
AL-04340,100.4,17.15,13.4,9.5,1.75,297.8,99.2,10.2,79.5,0,1,0,76.1,9.47,10.32
AL-04341,283.7,2.75,40.4,6.1,4.8,929.1,30.0,13.7,67.7,0,2,0,72.8,10.63,12.18
AL-04342,169.9,12.63,84.5,9.1,2.44,203.7,35.6,13.1,90.3,0,3,0,82.4,5.36,6.99
AL-04343,125.1,10.49,30.0,5.3,5.17,932.6,3.0,1.4,74.5,0,2,0,71.2,5.74,5.79
AL-04344,223.2,18.4,11.1,9.2,6.74,111.5,92.6,13.0,93.2,0,0,0,92.7,7.99,10.9
AL-04345,193.1,19.32,94.7,6.5,6.94,746.5,11.8,3.8,61.1,0,2,0,58.5,7.75,9.9
AL-04346,159.7,6.09,32.8,5.0,2.59,451.0,43.4,14.8,89.0,0,3,0,91.2,6.14,7.86
AL-04347,270.9,16.82,12.6,7.0,7.37,154.2,93.0,8.3,95.7,0,0,0,99.2,10.47,14.8
AL-04348,207.0,15.69,48.0,7.6,1.32,680.1,42.0,5.8,89.8,0,0,0,94.4,7.61,9.86
AL-04349,113.6,13.68,30.8,6.6,6.75,623.8,29.7,1.0,65.2,0,2,0,66.2,7.23,8.65
AL-04350,236.9,8.88,74.9,7.1,7.58,931.4,52.5,13.7,73.2,0,2,0,79.4,6.67,6.91
AL-04351,245.2,11.43,88.9,8.1,4.78,789.4,72.1,7.3,91.9,0,0,0,90.2,9.6,12.85
AL-04352,205.4,6.22,35.3,7.3,3.09,485.7,58.1,4.9,80.3,0,3,0,77.6,5.74,6.35
AL-04353,122.9,1.59,91.1,7.2,5.83,424.9,8.5,12.0,82.4,0,1,0,91.7,9.29,10.67
AL-04354,115.3,2.37,18.9,5.9,0.81,995.8,4.1,10.2,62.6,0,2,0,55.8,9.28,11.58
AL-04355,193.4,7.21,62.2,6.6,2.73,840.4,87.6,0.8,54.9,0,2,0,58.4,5.56,7.81
AL-04356,277.2,2.83,90.5,7.4,1.64,921.1,15.2,11.4,69.5,0,2,0,71.3,10.77,11.96
AL-04357,103.7,13.75,53.6,7.1,9.94,624.7,81.6,2.8,73.4,0,1,0,64.7,8.38,8.64
AL-04358,218.5,6.25,80.1,6.2,3.36,569.0,33.9,8.7,64.8,0,2,0,64.1,7.61,9.17
AL-04359,260.1,4.17,83.1,4.8,4.36,649.5,97.8,0.9,57.6,0,2,0,50.3,9.76,13.15
AL-04360,207.5,10.56,28.3,8.8,5.7,473.6,5.3,11.9,93.9,0,0,0,97.3,7.82,10.77
AL-04361,117.2,7.97,82.9,5.2,7.47,510.3,83.8,9.7,64.7,0,2,0,71.8,7.1,8.56
AL-04362,296.2,4.98,95.3,8.2,7.92,493.0,98.2,3.3,85.2,0,3,0,84.1,11.23,13.53
AL-04363,138.2,15.2,31.4,6.2,5.76,912.7,60.9,9.0,62.3,0,2,0,54.4,7.15,8.97
AL-04364,241.2,14.41,58.5,8.8,2.18,890.9,24.6,6.7,95.1,0,0,0,105.0,8.4,11.78
AL-04365,186.1,15.15,57.5,7.1,8.7,213.3,9.5,11.2,86.3,0,3,0,91.7,5.3,6.5
AL-04366,193.2,5.01,24.6,5.3,2.28,88.4,76.4,6.0,83.0,0,3,0,78.2,9.12,10.58
AL-04367,158.4,19.84,86.6,5.5,3.11,323.6,57.4,13.8,78.4,0,3,0,81.6,7.83,8.36
AL-04368,171.8,11.85,93.7,5.0,3.16,578.6,18.4,10.0,64.8,0,2,0,54.2,4.7,5.66
AL-04369,109.3,11.66,29.1,7.2,9.59,339.6,8.7,9.6,74.7,0,1,0,71.8,7.47,7.52
AL-04370,208.5,15.21,52.0,6.9,1.81,381.3,6.8,3.4,92.2,0,0,0,93.8,8.5,11.42
AL-04371,289.5,6.28,96.2,8.1,7.73,759.5,15.6,4.5,60.1,0,2,0,68.9,12.51,16.24
AL-04372,261.1,17.8,98.2,6.0,1.29,596.4,18.5,3.8,94.5,0,0,0,97.1,10.21,14.2
AL-04373,229.2,4.49,33.2,8.9,1.6,87.6,72.4,13.6,87.4,0,3,0,93.5,7.95,9.91
AL-04374,252.9,9.09,49.2,9.6,0.9,993.2,84.3,12.8,74.5,0,2,0,74.9,7.49,7.57
AL-04375,184.5,10.52,79.6,9.1,4.99,561.1,75.7,7.9,63.0,0,2,0,71.6,4.35,5.39
AL-04376,200.7,8.3,78.1,8.6,2.97,469.7,87.6,0.3,81.9,0,3,0,76.1,7.11,8.1
AL-04377,233.4,6.04,12.0,6.7,6.86,633.6,44.6,9.7,58.3,0,2,0,64.0,8.43,11.24
AL-04378,223.9,17.77,78.4,7.6,8.39,667.7,28.0,9.4,84.9,0,0,0,79.1,9.31,11.15
AL-04379,114.8,11.79,95.7,4.7,0.69,608.0,87.1,9.5,61.6,0,2,0,61.8,6.93,8.79
AL-04380,253.5,4.29,50.9,8.0,7.87,711.4,48.5,2.1,62.0,0,2,0,65.4,9.19,11.57
AL-04381,109.3,19.83,53.1,9.1,1.42,763.5,5.2,8.5,80.8,0,1,0,70.2,9.35,10.43
AL-04382,224.9,2.77,59.4,7.7,7.49,575.9,60.5,14.2,74.3,0,2,0,67.5,7.84,7.95
