batch_id,datum,seizoen,product,leverancier,API_zuiverheid_pct,API_vochtgehalte_pct,API_deeltjesgrootte_d50_um,API_bulkdichtheid_gmL,granulatie_water_pct,mengtijd_min,perskracht_kN,perssnelheid_RPM,droogtemp_C,droogtijd_min,coatingtijd_min,ruimte_temp_C,ruimte_RV_pct,gewicht_mg,hardheid_N,dissolutie_pct,brosheid_pct,gehalte_uniformiteit_RSD,restvochtgehalte_pct,coating_gewichtstoename_pct,uiterlijk_score,cyclustijd_min,batchkosten_EUR,goedgekeurd
RX-0750,2025-11-21,herfst,Aspirine_300mg,Sup_B,99.81,1.79,48.5,0.501,28.1,9.8,20.4,26.0,68.0,40.0,0.0,20.5,43.4,297.8,77.9,75.8,0.257,0.82,0.54,0.0,3.7,110.0,189.0,1
RX-0751,2025-03-12,lente,Metformin_850mg,Sup_C,99.54,1.82,49.8,0.446,26.6,16.7,11.6,22.0,65.0,41.0,63.0,22.1,44.7,853.2,100.7,94.7,0.379,3.68,1.0,4.4,4.8,180.0,241.0,1
RX-0752,2025-12-22,winter,Paracetamol_500mg,Sup_B,99.31,2.03,64.3,0.535,16.0,16.7,24.0,49.0,57.0,29.0,51.0,20.0,37.5,498.0,112.1,66.4,0.459,0.69,1.66,4.5,4.4,153.0,215.0,0
RX-0753,2025-12-20,winter,Ibuprofen_400mg,Sup_C,99.53,2.09,39.3,0.494,21.9,15.8,16.4,34.0,65.0,45.0,75.0,19.4,41.1,396.3,71.5,87.6,0.33,1.63,1.02,4.4,4.4,190.0,252.0,1
RX-0754,2025-04-29,lente,Paracetamol_500mg,Sup_B,99.46,2.01,68.7,0.464,15.9,7.8,22.3,26.0,57.0,31.0,44.0,20.8,45.6,501.6,110.9,71.0,0.277,1.38,1.84,3.5,4.5,141.0,207.0,0
RX-0755,2025-10-26,herfst,Aspirine_300mg,Sup_A,99.62,1.67,58.9,0.438,26.9,17.9,17.0,48.0,67.0,43.0,0.0,21.1,46.5,301.0,68.3,84.7,0.382,1.0,1.1,0.0,4.1,115.0,193.0,1
RX-0756,2025-04-30,lente,Metformin_850mg,Sup_A,99.31,1.98,45.5,0.453,15.5,7.1,11.7,44.0,64.0,34.0,80.0,23.0,41.7,841.7,84.5,98.0,0.697,1.82,1.34,4.7,4.5,171.0,235.0,1
RX-0757,2025-02-09,winter,Omeprazol_20mg,Sup_A,99.12,2.07,45.2,0.44,22.2,12.3,18.9,24.0,64.0,26.0,65.0,20.3,43.1,198.8,72.3,81.1,0.319,1.84,1.64,4.1,4.6,170.0,227.0,1
RX-0758,2025-02-28,winter,Omeprazol_20mg,Sup_A,99.42,2.38,36.9,0.475,16.3,14.6,21.9,38.0,52.0,53.0,70.0,19.3,38.9,201.2,72.4,75.0,0.294,1.46,1.72,4.2,4.3,197.0,253.0,0
RX-0759,2025-08-06,zomer,Omeprazol_20mg,Sup_C,99.21,2.69,65.1,0.455,29.5,8.4,24.2,45.0,66.0,45.0,33.0,25.0,59.6,202.9,65.7,74.3,0.43,3.26,1.76,3.4,4.1,142.0,218.0,0
RX-0760,2025-01-03,winter,Ibuprofen_400mg,Sup_C,99.1,1.72,49.3,0.38,19.7,7.3,13.5,56.0,60.0,39.0,51.0,21.3,41.5,396.9,58.9,94.0,0.735,0.47,1.06,4.5,3.9,150.0,218.0,1
RX-0761,2025-12-25,winter,Metformin_850mg,Sup_C,99.4,2.17,44.7,0.448,29.3,16.2,16.6,29.0,50.0,53.0,61.0,21.7,41.6,855.5,107.0,82.1,0.355,0.61,1.44,4.4,4.8,182.0,242.0,1
RX-0762,2025-07-27,zomer,Aspirine_300mg,Sup_A,99.9,2.58,36.8,0.461,24.4,9.9,15.5,47.0,50.0,50.0,0.0,22.6,60.6,306.7,53.4,89.1,0.693,0.98,1.69,0.0,4.2,116.0,188.0,1
RX-0763,2025-05-12,lente,Aspirine_300mg,Sup_B,100.03,1.67,51.8,0.517,19.0,7.1,23.4,55.0,65.0,44.0,0.0,22.1,42.9,297.1,87.0,65.0,0.463,1.71,1.03,0.0,4.3,106.0,188.0,0
RX-0764,2025-01-17,winter,Ibuprofen_400mg,Sup_A,99.76,1.69,53.7,0.402,21.0,14.4,20.2,42.0,54.0,59.0,41.0,21.2,39.2,396.0,82.1,76.4,0.511,0.84,0.5,3.8,4.2,175.0,237.0,1
RX-0765,2025-02-14,winter,Ibuprofen_400mg,Sup_B,98.69,1.83,48.2,0.46,27.3,16.2,8.3,55.0,53.0,21.0,83.0,19.9,44.2,401.8,39.6,100.0,0.829,0.7,1.75,4.6,5.0,180.0,230.0,0
RX-0766,2025-05-20,lente,Omeprazol_20mg,Sup_C,99.76,2.08,59.1,0.43,17.2,18.9,22.0,51.0,52.0,38.0,71.0,20.6,48.6,194.5,69.9,68.3,0.514,1.52,1.92,4.3,4.7,189.0,242.0,0
RX-0767,2025-01-25,winter,Omeprazol_20mg,Sup_C,99.86,1.83,49.7,0.401,15.3,12.2,22.3,27.0,53.0,59.0,50.0,19.2,35.5,196.6,82.1,67.5,0.293,1.83,0.72,3.7,4.1,181.0,243.0,0
RX-0768,2025-08-23,zomer,Aspirine_300mg,Sup_B,99.51,2.91,55.8,0.473,19.8,10.8,18.2,48.0,54.0,25.0,0.0,23.0,60.6,300.0,57.8,85.9,0.505,1.74,2.06,0.0,4.2,88.0,163.0,1
RX-0769,2025-09-05,herfst,Ibuprofen_400mg,Sup_C,99.4,1.38,52.9,0.393,17.0,19.0,19.6,33.0,53.0,24.0,69.0,22.2,44.5,390.9,86.9,78.9,0.324,2.28,0.77,4.3,4.4,168.0,223.0,1
RX-0770,2025-01-09,winter,Aspirine_300mg,Sup_C,99.74,2.23,46.1,0.428,18.2,16.1,9.4,25.0,61.0,38.0,0.0,19.3,46.2,297.9,49.4,100.0,0.475,1.85,2.05,0.0,3.6,107.0,181.0,1
RX-0771,2025-04-21,lente,Ibuprofen_400mg,Sup_A,99.28,2.21,58.7,0.4,19.3,15.4,10.5,59.0,58.0,50.0,85.0,21.1,49.0,401.1,53.4,97.4,0.764,1.09,1.02,4.5,4.2,210.0,263.0,1
RX-0772,2025-06-01,zomer,Paracetamol_500mg,Sup_B,99.58,2.75,46.4,0.442,26.8,14.3,22.8,33.0,69.0,20.0,85.0,21.9,56.5,505.8,107.5,74.1,0.291,1.09,2.11,4.8,4.9,175.0,234.0,0
RX-0773,2025-06-23,zomer,Metformin_850mg,Sup_B,99.72,2.49,48.1,0.447,19.4,16.5,13.9,44.0,59.0,32.0,70.0,24.7,56.1,852.0,91.3,92.9,0.585,0.98,1.77,4.4,3.2,177.0,233.0,1
RX-0774,2025-04-30,lente,Ibuprofen_400mg,Sup_A,99.57,2.28,58.4,0.503,20.3,5.9,11.1,54.0,55.0,23.0,41.0,21.7,46.6,403.0,46.3,100.0,0.769,1.97,1.91,3.9,4.0,138.0,198.0,1
RX-0775,2025-09-12,herfst,Aspirine_300mg,Sup_C,99.44,1.7,45.0,0.447,20.3,8.2,14.8,52.0,51.0,41.0,0.0,21.2,48.4,296.2,53.8,94.6,0.659,2.43,1.31,0.0,3.9,104.0,178.0,1
RX-0776,2025-04-11,lente,Omeprazol_20mg,Sup_B,99.5,2.04,48.5,0.436,16.0,9.8,11.9,42.0,58.0,45.0,53.0,20.5,42.2,197.0,43.6,100.0,0.55,3.36,1.06,4.2,4.6,167.0,230.0,1
RX-0777,2025-03-19,lente,Ibuprofen_400mg,Sup_A,99.88,2.28,46.3,0.423,23.3,17.3,8.9,22.0,69.0,33.0,43.0,20.1,40.1,397.2,52.6,100.0,0.46,3.11,1.39,3.9,4.2,155.0,217.0,1
RX-0778,2025-06-24,zomer,Ibuprofen_400mg,Sup_B,99.47,2.61,55.4,0.397,15.2,11.1,10.5,48.0,55.0,43.0,84.0,22.8,50.0,393.6,51.7,100.0,0.747,2.79,2.16,4.9,4.7,198.0,252.0,1
RX-0779,2025-12-04,winter,Ibuprofen_400mg,Sup_C,99.41,1.95,47.3,0.466,22.5,7.3,24.6,55.0,57.0,59.0,51.0,20.7,42.7,400.6,97.5,72.0,0.416,2.72,0.83,3.9,4.4,184.0,248.0,0
RX-0780,2025-06-22,zomer,Paracetamol_500mg,Sup_A,99.97,2.79,39.1,0.437,26.5,14.0,23.3,48.0,57.0,26.0,64.0,24.2,52.9,501.9,96.4,75.9,0.477,1.02,2.35,4.3,4.3,169.0,226.0,1
RX-0781,2025-02-17,winter,Paracetamol_500mg,Sup_C,99.27,1.64,37.2,0.453,16.1,15.7,12.3,37.0,53.0,27.0,86.0,19.0,42.5,496.3,75.2,97.2,0.533,4.32,1.16,4.7,5.0,190.0,239.0,1
RX-0782,2025-03-24,lente,Ibuprofen_400mg,Sup_A,99.22,2.2,38.4,0.423,23.3,15.3,24.9,21.0,66.0,47.0,50.0,20.7,42.7,399.1,98.3,62.1,0.205,1.81,1.18,4.1,4.2,173.0,240.0,0
RX-0783,2025-09-16,herfst,Paracetamol_500mg,Sup_C,99.47,1.8,52.5,0.432,29.1,15.8,15.6,53.0,56.0,60.0,59.0,20.9,41.8,501.3,81.7,90.6,0.643,2.8,0.65,4.2,4.5,194.0,254.0,1
RX-0784,2025-12-02,winter,Ibuprofen_400mg,Sup_A,99.37,2.07,60.0,0.447,24.2,16.8,19.8,27.0,65.0,41.0,55.0,20.5,40.4,404.3,93.7,83.0,0.292,0.62,1.43,4.5,4.4,169.0,234.0,1
RX-0785,2025-01-20,winter,Ibuprofen_400mg,Sup_B,99.38,2.57,55.8,0.481,27.7,18.5,13.1,39.0,53.0,50.0,74.0,21.1,41.5,402.2,73.5,99.6,0.56,0.08,2.34,4.6,4.9,204.0,256.0,1
RX-0786,2025-12-23,winter,Aspirine_300mg,Sup_B,99.91,1.9,51.9,0.474,26.6,17.0,9.4,52.0,59.0,23.0,0.0,19.2,41.1,308.6,37.2,100.0,0.745,3.48,1.77,0.0,3.8,102.0,170.0,0
RX-0787,2025-06-27,zomer,Paracetamol_500mg,Sup_A,99.36,2.03,57.0,0.435,15.4,17.7,16.1,57.0,50.0,23.0,32.0,25.1,55.9,491.6,82.6,85.9,0.635,0.66,1.5,3.8,4.2,133.0,193.0,1
RX-0788,2025-04-29,lente,Ibuprofen_400mg,Sup_B,99.56,1.44,45.1,0.446,16.1,6.9,17.8,24.0,57.0,56.0,70.0,19.8,42.8,394.5,86.5,80.7,0.248,2.94,0.68,4.4,4.7,199.0,257.0,1
RX-0789,2025-09-27,herfst,Ibuprofen_400mg,Sup_B,99.54,1.54,53.6,0.405,23.7,9.3,19.4,39.0,68.0,42.0,72.0,21.3,45.4,394.9,87.4,77.6,0.397,2.8,0.97,4.6,4.9,185.0,249.0,1
RX-0790,2025-11-30,herfst,Omeprazol_20mg,Sup_A,99.32,1.83,48.3,0.454,24.6,8.4,19.9,30.0,56.0,53.0,83.0,20.0,42.5,200.5,74.5,74.0,0.298,2.36,1.02,4.4,4.2,205.0,264.0,0
RX-0791,2025-03-03,lente,Ibuprofen_400mg,Sup_B,100.39,2.06,55.3,0.44,19.6,5.7,12.5,24.0,65.0,28.0,74.0,22.0,47.2,400.4,74.3,89.4,0.297,4.91,1.54,4.1,4.9,161.0,226.0,1
RX-0792,2025-08-15,zomer,Paracetamol_500mg,Sup_A,99.71,2.41,55.5,0.449,23.5,18.6,24.7,55.0,65.0,28.0,66.0,24.2,57.0,501.9,102.7,68.4,0.428,3.23,1.84,4.7,3.6,182.0,236.0,0
RX-0793,2025-09-02,herfst,Ibuprofen_400mg,Sup_B,99.05,2.12,48.2,0.448,25.8,13.3,15.7,31.0,56.0,28.0,37.0,22.5,44.7,404.3,77.7,84.7,0.356,4.22,1.62,3.7,4.5,130.0,197.0,1
RX-0794,2025-05-28,lente,Paracetamol_500mg,Sup_B,99.41,2.39,64.7,0.459,29.4,10.3,23.5,36.0,60.0,31.0,30.0,22.2,42.8,503.4,105.4,75.0,0.273,2.23,1.87,3.6,4.2,136.0,203.0,1
RX-0795,2025-04-11,lente,Ibuprofen_400mg,Sup_A,99.88,1.75,55.4,0.5,28.8,7.8,11.5,31.0,65.0,23.0,37.0,21.8,44.6,405.1,60.6,94.5,0.44,0.93,1.4,3.8,3.9,120.0,191.0,1
RX-0796,2025-12-30,winter,Metformin_850mg,Sup_C,99.4,1.96,56.3,0.499,23.5,17.4,14.6,50.0,70.0,51.0,73.0,21.5,42.9,853.6,101.0,90.4,0.582,1.12,0.5,4.8,4.9,194.0,260.0,1
RX-0797,2025-06-03,zomer,Paracetamol_500mg,Sup_A,99.22,2.55,55.1,0.491,16.9,9.2,20.7,54.0,70.0,32.0,38.0,24.3,59.6,499.9,93.5,74.4,0.541,2.07,1.45,3.7,3.7,132.0,206.0,0
RX-0798,2025-12-02,winter,Ibuprofen_400mg,Sup_A,99.52,1.46,46.7,0.483,28.9,14.2,22.6,41.0,55.0,33.0,62.0,19.6,38.4,402.3,99.7,71.8,0.328,1.46,0.81,4.7,4.9,173.0,231.0,0
RX-0799,2025-02-21,winter,Paracetamol_500mg,Sup_B,99.7,2.34,54.6,0.457,15.9,8.4,23.2,43.0,58.0,58.0,84.0,20.0,41.1,493.8,101.9,72.1,0.325,0.6,1.06,4.5,5.0,209.0,269.0,0
