sample_id,interventie,omgevingstemp_C,operator_ervaring_jaar,katalysator_type,roersnelheid_RPM,koelwater_temp_C,luchtvochtigheid_pct,druk_bar,activeringsenergie_kJmol,reactor_temp_C,menging_index,selectiviteit,conversie,opbrengst_pct,energieverbruik_kWh,vochtgehalte_product_pct
CI-04690,do(druk=8),28.8,13.7,Ni/SiO2,269,26.5,72.3,8.0,62.4,157.4,0.79,0.815,0.7521,61.7,58.4,1.6
CI-04691,observatie,12.9,4.7,Ni/SiO2,199,19.9,55.4,7.01,58.2,155.4,0.708,0.791,0.723,57.8,46.9,1.57
CI-04692,observatie,22.3,9.3,Ni/SiO2,254,23.9,60.3,8.75,59.4,162.3,0.798,0.837,0.7767,65.4,56.8,1.9
CI-04693,do(roersnelheid=300),14.6,16.9,Pd/C,300,21.5,66.9,9.07,49.1,162.5,0.817,0.923,0.7783,73.3,58.7,1.52
CI-04694,observatie,21.7,7.7,Ni/SiO2,253,22.4,56.6,7.5,60.2,152.0,0.815,0.816,0.7521,62.7,53.2,1.51
CI-04695,observatie,29.8,10.4,Ni/SiO2,232,27.4,77.5,4.37,65.5,152.7,0.784,0.797,0.6701,55.1,54.7,2.21
CI-04696,observatie,20.8,15.0,Pt/Al2O3,293,22.8,64.6,8.75,45.7,161.4,0.799,0.87,0.7788,66.6,58.3,1.21
CI-04697,observatie,22.8,8.1,Ni/SiO2,286,22.9,76.2,5.4,57.5,152.9,0.866,0.789,0.7011,53.8,55.8,2.41
CI-04698,observatie,17.3,14.3,Pd/C,268,21.2,70.4,2.18,47.7,148.5,0.814,0.879,0.7009,60.8,56.1,1.58
CI-04699,observatie,22.4,12.3,Pd/C,245,23.4,68.9,6.88,51.2,157.0,0.745,0.9,0.717,64.3,52.3,1.84
CI-04700,observatie,17.8,4.3,Pd/C,223,23.2,64.9,4.08,49.9,157.8,0.772,0.916,0.72,68.0,51.7,1.89
CI-04701,observatie,18.8,13.9,Ni/SiO2,269,21.2,74.7,4.67,58.2,151.1,0.808,0.843,0.6801,58.2,56.5,2.01
CI-04702,observatie,9.7,18.8,Pt/Al2O3,287,18.3,49.8,8.18,42.6,158.3,0.806,0.858,0.7676,63.7,58.9,1.54
CI-04703,do(roersnelheid=300),29.5,5.7,Pt/Al2O3,300,25.5,81.4,8.64,44.2,163.3,0.824,0.874,0.8097,69.7,56.4,2.05
CI-04704,observatie,21.8,2.1,Pt/Al2O3,222,22.8,68.3,2.69,47.1,149.8,0.788,0.88,0.6943,60.9,51.6,1.61
CI-04705,observatie,31.7,5.7,Pd/C,233,25.9,67.3,5.17,52.4,153.1,0.815,0.887,0.748,67.3,49.9,1.32
CI-04706,observatie,10.3,2.8,Pt/Al2O3,236,20.1,61.0,4.7,46.9,149.2,0.79,0.888,0.7074,63.0,52.1,1.95
CI-04707,observatie,19.9,4.7,Pd/C,246,22.8,68.0,3.88,53.5,150.1,0.8,0.858,0.6915,58.5,51.5,1.8
CI-04708,observatie,13.8,4.9,Ni/SiO2,219,21.1,59.3,4.0,59.0,145.6,0.791,0.799,0.7088,56.7,47.8,1.49
CI-04709,observatie,15.6,17.0,Pd/C,274,19.9,56.4,7.54,52.0,155.9,0.784,0.876,0.7381,64.6,54.4,1.22
CI-04710,observatie,11.3,1.0,Pt/Al2O3,205,17.5,56.1,7.95,45.4,162.2,0.758,0.866,0.813,70.6,54.5,1.48
CI-04711,observatie,21.0,13.5,Ni/SiO2,246,21.6,62.9,8.59,61.8,157.9,0.787,0.806,0.7444,61.3,61.3,1.26
CI-04712,observatie,17.9,2.3,Pd/C,203,22.1,60.1,8.94,49.5,161.8,0.766,0.892,0.7931,69.7,52.3,1.69
CI-04713,observatie,14.7,0.5,Pd/C,225,19.2,68.5,1.87,50.6,144.8,0.756,0.9,0.6438,57.9,50.1,1.56
CI-04714,observatie,20.8,4.3,Pt/Al2O3,248,26.0,70.1,8.0,44.0,163.5,0.79,0.885,0.8193,73.1,52.6,2.3
CI-04715,observatie,19.1,12.9,Pd/C,252,21.8,82.5,3.76,47.7,153.3,0.786,0.902,0.7106,64.6,54.4,2.91
CI-04716,observatie,25.8,8.2,Pt/Al2O3,268,24.9,69.9,7.98,49.4,158.2,0.793,0.867,0.8119,70.0,52.7,1.7
CI-04717,observatie,20.3,16.9,Pd/C,270,22.4,62.4,7.4,49.5,158.9,0.791,0.923,0.7787,71.3,57.7,1.78
CI-04718,observatie,21.9,8.8,Pt/Al2O3,287,23.6,68.9,5.83,44.5,161.8,0.781,0.846,0.7592,62.7,56.7,1.83
CI-04719,do(druk=8),21.5,2.0,Pt/Al2O3,220,22.5,70.0,8.0,46.1,159.2,0.803,0.913,0.7759,70.9,49.8,1.59
CI-04720,do(roersnelheid=300),24.1,2.2,Pd/C,300,25.4,76.7,2.89,50.9,151.5,0.795,0.878,0.7236,63.8,50.0,1.68
CI-04721,observatie,23.8,19.8,Pd/C,301,22.4,65.1,4.07,50.9,148.1,0.779,0.888,0.6979,61.2,57.2,2.14
CI-04722,observatie,15.1,17.9,Pd/C,266,21.7,58.9,6.26,50.0,153.8,0.823,0.909,0.7609,67.9,54.8,1.41
CI-04723,observatie,14.7,3.9,Pd/C,229,21.7,72.6,7.06,46.7,156.3,0.782,0.852,0.7961,67.4,50.7,1.73
CI-04724,observatie,18.1,2.3,Ni/SiO2,200,22.8,66.8,2.81,58.3,145.9,0.779,0.81,0.667,54.9,50.7,2.5
CI-04725,observatie,14.6,0.2,Pt/Al2O3,151,18.7,69.1,1.34,46.6,149.6,0.737,0.866,0.6361,56.3,48.9,2.56
CI-04726,do(roersnelheid=300),6.9,15.2,Pd/C,300,19.2,61.3,5.7,48.6,151.8,0.813,0.864,0.7506,63.6,60.4,1.49
CI-04727,observatie,21.7,5.2,Pt/Al2O3,244,22.7,65.7,5.41,47.8,156.5,0.749,0.854,0.7311,63.4,51.8,1.91
CI-04728,observatie,32.6,10.1,Pt/Al2O3,245,27.6,82.7,4.97,46.3,157.4,0.782,0.876,0.7534,66.1,52.3,1.61
CI-04729,observatie,13.0,13.5,Ni/SiO2,285,21.0,55.0,2.36,61.5,143.5,0.789,0.803,0.6518,53.2,53.0,2.3
CI-04730,observatie,20.7,18.2,Pt/Al2O3,291,23.8,62.8,2.2,44.4,149.4,0.777,0.837,0.6989,58.8,52.8,1.66
CI-04731,observatie,24.0,5.9,Ni/SiO2,249,24.3,70.8,1.56,60.0,145.2,0.778,0.818,0.6559,53.6,53.5,2.28
CI-04732,observatie,21.1,9.5,Ni/SiO2,289,21.9,63.8,6.95,60.1,152.6,0.805,0.782,0.7722,63.3,54.6,1.86
CI-04733,observatie,26.2,13.5,Ni/SiO2,265,25.7,72.7,7.24,62.5,156.5,0.787,0.812,0.7555,62.4,52.9,2.14
CI-04734,observatie,22.9,17.1,Pt/Al2O3,315,23.3,68.2,4.74,47.7,155.6,0.829,0.849,0.7455,63.7,57.4,2.0
CI-04735,observatie,11.3,15.5,Pt/Al2O3,288,18.1,54.4,6.05,45.1,154.1,0.828,0.855,0.7111,60.9,55.2,1.44
CI-04736,observatie,29.4,6.7,Pd/C,205,27.1,78.3,2.04,52.8,148.6,0.738,0.895,0.689,62.3,51.1,2.05
CI-04737,observatie,25.6,9.8,Pd/C,241,24.9,61.6,8.03,51.7,159.6,0.785,0.944,0.7602,71.6,51.2,1.41
CI-04738,observatie,17.1,2.0,Pt/Al2O3,224,20.7,61.6,6.1,47.6,152.9,0.8,0.858,0.7424,64.8,49.9,1.76
CI-04739,observatie,23.5,19.8,Pd/C,299,24.3,67.2,7.15,51.0,158.5,0.818,0.909,0.7735,70.2,57.0,1.05
CI-04740,observatie,25.5,16.2,Ni/SiO2,239,24.6,70.7,6.98,62.7,153.5,0.816,0.816,0.7662,61.9,53.6,1.59
CI-04741,observatie,11.0,16.5,Pd/C,279,21.1,57.2,7.8,50.4,157.5,0.807,0.893,0.7373,67.1,56.5,1.26
CI-04742,observatie,26.9,7.3,Pt/Al2O3,232,26.9,60.0,4.83,44.4,160.4,0.763,0.87,0.7299,63.2,53.9,1.07
CI-04743,observatie,28.4,11.5,Pd/C,228,25.7,82.8,2.13,52.4,147.7,0.76,0.934,0.6952,65.2,52.8,1.75
CI-04744,observatie,27.4,15.4,Pd/C,313,26.5,68.3,6.43,50.1,155.6,0.808,0.906,0.7341,65.8,57.4,1.82
CI-04745,observatie,31.7,10.1,Pt/Al2O3,303,25.3,77.3,2.39,43.3,150.6,0.819,0.857,0.741,62.0,56.1,2.5
CI-04746,observatie,21.0,4.9,Pd/C,242,23.8,62.8,4.77,51.5,149.4,0.74,0.873,0.6687,58.6,51.0,1.99
CI-04747,observatie,25.0,0.4,Pd/C,232,26.2,66.3,8.66,54.8,160.9,0.768,0.934,0.7664,70.1,53.0,1.89
CI-04748,observatie,17.3,0.9,Ni/SiO2,189,22.3,45.7,8.03,61.9,154.9,0.697,0.784,0.7329,57.5,50.1,1.21
CI-04749,observatie,19.9,19.7,Ni/SiO2,288,23.5,59.4,3.67,58.9,151.4,0.782,0.822,0.6852,56.2,54.3,1.43
CI-04750,do(roersnelheid=300),19.5,9.7,Ni/SiO2,300,22.1,54.6,9.35,58.7,160.6,0.877,0.795,0.7962,62.8,53.4,1.52
CI-04751,observatie,14.9,8.7,Pd/C,222,20.6,57.6,6.97,47.3,154.6,0.736,0.927,0.7699,71.7,50.3,1.89
CI-04752,observatie,9.5,8.4,Pd/C,250,19.6,56.4,4.55,52.1,150.5,0.764,0.885,0.7003,61.8,53.1,1.7
CI-04753,observatie,18.5,0.7,Ni/SiO2,231,24.2,64.6,2.68,58.7,147.2,0.785,0.807,0.6578,53.7,49.8,2.47
CI-04754,observatie,24.5,8.0,Pt/Al2O3,239,24.1,69.4,5.84,42.1,159.8,0.814,0.864,0.7984,68.0,53.4,1.79
CI-04755,observatie,7.7,5.5,Ni/SiO2,260,17.4,55.0,1.58,62.9,140.3,0.766,0.767,0.6364,47.3,50.9,1.18
CI-04756,observatie,5.7,2.9,Pt/Al2O3,229,15.6,54.2,9.12,43.1,163.5,0.757,0.866,0.801,69.0,52.6,1.08
CI-04757,do(roersnelheid=300),14.6,14.4,Pt/Al2O3,300,21.6,55.3,3.2,42.7,150.9,0.844,0.83,0.7393,60.3,54.5,1.98
CI-04758,observatie,19.1,15.0,Ni/SiO2,284,23.9,63.7,1.19,61.8,145.6,0.783,0.776,0.6186,47.7,51.4,1.84
CI-04759,observatie,23.0,9.6,Pd/C,232,25.2,62.6,9.77,51.1,165.6,0.79,0.899,0.8319,73.6,52.1,1.21
CI-04760,observatie,26.3,11.7,Pt/Al2O3,273,25.1,81.0,4.44,47.6,156.8,0.861,0.849,0.7634,64.6,55.4,2.27
CI-04761,observatie,37.5,13.7,Pt/Al2O3,274,31.8,83.8,5.52,45.7,159.0,0.791,0.856,0.7546,64.7,55.4,2.11
CI-04762,do(druk=8),27.5,17.3,Pt/Al2O3,278,26.0,79.5,8.0,44.4,158.3,0.795,0.84,0.7455,62.4,56.2,2.16
CI-04763,observatie,20.8,14.1,Pt/Al2O3,250,23.7,68.3,3.05,44.2,153.0,0.796,0.887,0.7285,64.4,48.4,1.56
CI-04764,observatie,12.9,18.1,Pd/C,254,20.5,67.1,9.68,51.2,166.7,0.788,0.903,0.836,75.9,54.1,1.88
CI-04765,observatie,33.8,17.8,Pd/C,280,29.6,76.6,9.33,47.0,163.9,0.844,0.94,0.8016,74.3,57.5,1.74
CI-04766,observatie,21.9,8.9,Pd/C,250,23.5,75.2,7.11,47.9,160.4,0.789,0.91,0.7872,73.7,55.0,2.17
CI-04767,observatie,25.0,13.7,Pd/C,245,23.8,71.1,1.02,53.5,143.9,0.77,0.899,0.6288,57.3,51.5,1.78
CI-04768,observatie,12.8,2.0,Pt/Al2O3,187,21.7,59.5,1.78,44.3,143.5,0.75,0.842,0.7075,58.5,50.0,1.75
CI-04769,observatie,22.1,2.7,Pd/C,223,23.7,66.9,1.76,50.6,149.4,0.769,0.894,0.6612,59.8,53.4,1.45
CI-04770,observatie,11.4,6.6,Pd/C,205,20.5,71.7,4.7,49.2,149.8,0.748,0.914,0.7088,66.1,52.0,2.1
CI-04771,observatie,18.3,12.7,Pd/C,249,23.3,63.2,2.97,49.2,147.2,0.779,0.931,0.7222,66.5,52.3,1.74
CI-04772,observatie,19.1,14.2,Ni/SiO2,277,23.1,68.5,2.48,61.0,144.9,0.812,0.809,0.6547,52.9,52.1,1.87
CI-04773,observatie,20.1,5.4,Pt/Al2O3,234,21.7,66.9,3.8,40.9,151.1,0.756,0.877,0.7201,63.2,48.9,1.88
CI-04774,observatie,23.8,8.1,Pd/C,234,23.7,77.1,4.56,51.2,148.8,0.712,0.901,0.7174,64.9,56.8,1.59
CI-04775,observatie,19.4,17.1,Pt/Al2O3,286,22.8,65.6,6.53,45.1,157.7,0.861,0.856,0.7803,67.8,54.4,1.55
CI-04776,observatie,16.7,15.9,Ni/SiO2,252,21.9,58.1,3.43,59.1,148.4,0.775,0.798,0.6609,52.8,50.1,1.38
CI-04777,observatie,5.5,17.5,Pt/Al2O3,325,16.5,59.8,6.94,45.3,152.4,0.823,0.856,0.7842,67.2,60.0,2.42
CI-04778,observatie,19.8,2.1,Pd/C,197,21.7,71.0,7.31,49.6,158.0,0.772,0.945,0.7568,70.9,49.4,1.42
CI-04779,observatie,29.8,12.0,Ni/SiO2,261,27.1,77.6,2.71,59.0,147.9,0.746,0.795,0.6504,51.0,53.0,2.16
CI-04780,observatie,25.2,7.2,Ni/SiO2,266,26.8,73.0,6.41,62.6,153.1,0.821,0.81,0.6943,54.7,52.3,1.47
CI-04781,observatie,30.3,4.1,Ni/SiO2,236,26.4,74.9,7.15,60.1,156.4,0.769,0.77,0.7165,54.6,53.4,1.9
CI-04782,observatie,34.9,12.2,Pd/C,278,29.6,74.2,4.34,47.4,155.9,0.791,0.893,0.7351,66.1,54.5,1.83
CI-04783,observatie,18.6,3.9,Pd/C,209,22.1,65.8,7.86,46.5,159.3,0.738,0.911,0.7615,68.4,53.6,1.64
CI-04784,observatie,25.3,11.8,Ni/SiO2,263,26.2,66.1,9.03,60.4,162.6,0.831,0.805,0.7444,60.1,54.9,1.43
CI-04785,do(roersnelheid=300),9.8,7.4,Pt/Al2O3,300,21.0,56.5,9.48,51.6,162.8,0.824,0.838,0.7884,67.7,54.8,0.73
CI-04786,observatie,14.0,4.2,Pd/C,201,20.9,51.5,4.0,53.8,152.0,0.725,0.919,0.6942,65.0,52.7,2.14
CI-04787,observatie,26.5,3.9,Pd/C,235,25.9,73.1,3.55,48.6,153.1,0.786,0.92,0.6882,63.1,49.1,1.74
CI-04788,observatie,26.3,18.2,Pd/C,303,26.0,69.3,9.45,49.2,161.4,0.819,0.912,0.8132,73.4,54.7,1.59
CI-04789,observatie,31.7,5.5,Pt/Al2O3,191,27.8,73.0,5.95,44.4,158.2,0.73,0.853,0.7684,64.4,48.7,1.97
CI-04790,observatie,12.8,6.2,Pd/C,266,20.1,58.8,2.69,49.1,143.2,0.795,0.882,0.7209,62.3,49.0,1.8
CI-04791,observatie,23.6,3.7,Ni/SiO2,214,23.5,68.1,8.7,58.3,162.2,0.751,0.807,0.7729,63.6,52.7,1.52
CI-04792,do(roersnelheid=300),10.3,2.3,Ni/SiO2,300,21.5,51.3,2.7,57.1,143.4,0.809,0.808,0.7059,56.6,50.0,1.45
CI-04793,observatie,19.2,17.4,Pt/Al2O3,261,21.7,69.3,3.05,50.0,150.1,0.787,0.811,0.6863,54.2,55.4,1.9
CI-04794,observatie,12.6,16.0,Pd/C,261,19.7,68.2,6.24,49.2,152.0,0.802,0.89,0.7465,67.2,53.8,1.14
CI-04795,observatie,12.9,10.9,Pt/Al2O3,241,20.9,64.1,4.54,43.2,152.8,0.776,0.82,0.7328,61.5,51.2,2.31
CI-04796,observatie,30.1,7.2,Pd/C,226,28.5,75.7,1.41,51.2,149.1,0.809,0.901,0.6864,61.6,50.4,2.46
CI-04797,observatie,8.4,11.0,Pt/Al2O3,270,17.9,55.6,2.41,45.6,147.7,0.776,0.858,0.7018,61.1,51.8,1.83
CI-04798,do(roersnelheid=300),28.9,0.2,Pd/C,300,29.3,62.1,6.51,50.5,161.6,0.776,0.9,0.7457,65.2,53.4,1.84
CI-04799,observatie,29.5,12.1,Pd/C,271,27.3,77.2,5.13,51.5,157.6,0.798,0.914,0.7404,69.2,59.9,2.5
CI-04800,observatie,18.3,1.3,Pt/Al2O3,244,20.4,63.0,8.33,44.7,159.8,0.744,0.836,0.7649,64.7,53.9,1.63
CI-04801,observatie,26.3,13.1,Pd/C,273,24.3,79.6,6.62,51.0,155.9,0.809,0.918,0.7617,69.3,53.1,2.26
CI-04802,observatie,25.5,8.2,Ni/SiO2,259,25.3,69.3,4.64,60.5,149.3,0.758,0.797,0.6623,54.0,52.4,1.51
CI-04803,observatie,34.7,20.0,Pd/C,318,29.0,73.7,9.72,47.5,169.5,0.829,0.894,0.8501,77.0,62.2,1.14
CI-04804,observatie,22.2,14.1,Pd/C,243,23.4,66.1,3.8,48.2,152.0,0.78,0.907,0.759,69.2,52.5,0.93
CI-04805,observatie,8.7,9.0,Ni/SiO2,262,20.4,59.2,6.71,61.7,152.6,0.812,0.781,0.6884,54.4,51.5,1.69
CI-04806,observatie,11.6,19.6,Ni/SiO2,265,18.8,60.8,2.43,63.0,143.6,0.783,0.787,0.664,53.7,49.7,2.13
CI-04807,observatie,24.0,7.4,Ni/SiO2,229,24.9,70.0,6.89,58.8,154.0,0.728,0.778,0.6971,54.0,51.7,1.47
CI-04808,observatie,17.3,14.0,Pd/C,288,22.0,67.6,8.36,48.3,160.8,0.757,0.937,0.8058,75.8,56.5,2.02
CI-04809,observatie,8.5,2.4,Pt/Al2O3,198,18.1,70.9,8.35,46.1,158.5,0.726,0.849,0.7646,64.1,49.2,2.11
CI-04810,observatie,19.3,3.7,Pd/C,218,21.9,55.3,5.01,45.4,155.7,0.749,0.929,0.7084,65.8,51.4,1.7
CI-04811,do(druk=8),13.2,18.3,Pt/Al2O3,306,21.4,59.1,8.0,44.2,161.1,0.833,0.823,0.7896,66.0,54.0,1.51
CI-04812,observatie,28.2,11.1,Ni/SiO2,254,26.6,66.9,8.09,58.4,162.4,0.817,0.832,0.7805,66.1,55.2,1.85
CI-04813,observatie,25.2,1.4,Ni/SiO2,226,23.4,70.5,9.83,57.8,160.0,0.814,0.829,0.7875,65.4,52.1,1.87
CI-04814,observatie,26.6,1.0,Pd/C,205,25.3,67.1,2.26,51.8,147.8,0.73,0.88,0.6808,60.4,48.7,1.67
CI-04815,observatie,20.7,8.4,Pd/C,230,20.5,66.4,8.13,49.2,156.3,0.672,0.926,0.737,67.5,55.0,1.44
CI-04816,observatie,29.8,19.6,Pd/C,280,27.3,69.8,5.54,48.2,154.3,0.834,0.874,0.7387,66.3,54.3,1.91
CI-04817,observatie,0.2,16.4,Ni/SiO2,279,14.3,51.8,9.27,62.1,154.3,0.778,0.822,0.7671,61.7,54.7,1.89
CI-04818,observatie,19.6,1.6,Ni/SiO2,203,22.5,68.6,1.95,60.6,140.7,0.737,0.836,0.6349,53.0,45.6,2.21
CI-04819,observatie,25.2,0.5,Pt/Al2O3,222,25.5,70.9,7.65,43.7,161.6,0.731,0.892,0.7699,68.9,52.9,2.4
CI-04820,observatie,18.5,16.8,Pd/C,289,23.0,67.2,5.82,52.2,154.4,0.797,0.906,0.7486,67.6,52.1,1.74
CI-04821,observatie,21.2,0.7,Pt/Al2O3,190,22.1,63.5,2.48,45.2,148.3,0.788,0.829,0.7135,59.3,49.0,1.56
CI-04822,observatie,19.8,10.6,Pt/Al2O3,237,22.6,63.3,8.26,45.7,160.3,0.781,0.861,0.8162,69.4,52.2,1.21
CI-04823,observatie,28.0,7.1,Pt/Al2O3,224,26.4,78.7,1.1,45.5,146.6,0.766,0.861,0.712,60.9,50.2,2.53
CI-04824,observatie,11.6,5.3,Pt/Al2O3,243,21.3,65.4,2.13,46.8,149.9,0.825,0.885,0.6868,62.0,51.6,2.49
CI-04825,observatie,15.5,6.1,Ni/SiO2,216,21.2,58.3,3.36,62.3,148.4,0.786,0.829,0.6681,56.2,48.9,1.71
CI-04826,do(roersnelheid=300),5.3,18.9,Ni/SiO2,300,16.1,57.3,4.57,58.9,146.0,0.805,0.821,0.667,54.9,55.1,1.49
CI-04827,observatie,23.8,7.1,Pd/C,236,26.2,72.0,5.26,51.1,155.2,0.803,0.919,0.7044,64.4,53.6,1.54
CI-04828,observatie,15.5,19.9,Pd/C,266,21.7,62.4,8.2,52.4,161.7,0.826,0.894,0.8207,73.7,53.3,1.65
CI-04829,observatie,19.9,15.3,Pt/Al2O3,265,23.8,68.5,6.1,41.5,159.6,0.8,0.886,0.76,67.3,58.9,1.82
CI-04830,observatie,20.6,16.6,Ni/SiO2,255,22.9,66.7,2.9,59.5,150.9,0.766,0.823,0.6993,57.4,50.7,1.49
CI-04831,observatie,18.0,4.6,Ni/SiO2,237,22.0,63.8,5.29,60.1,149.3,0.788,0.78,0.6947,56.1,49.4,2.02
CI-04832,observatie,16.2,4.6,Pt/Al2O3,213,22.8,70.2,5.16,42.0,154.0,0.752,0.882,0.7242,63.4,49.0,1.67
CI-04833,observatie,3.8,17.3,Ni/SiO2,275,17.4,57.1,3.35,62.5,146.0,0.818,0.793,0.6651,51.2,53.0,1.7
CI-04834,observatie,31.4,3.1,Pd/C,204,30.4,77.9,4.9,50.8,156.9,0.778,0.897,0.7123,64.6,52.4,2.38
CI-04835,observatie,18.7,2.4,Pt/Al2O3,204,22.1,66.9,8.93,45.1,167.4,0.743,0.886,0.796,71.1,48.5,1.97
CI-04836,observatie,15.9,18.3,Pt/Al2O3,317,22.1,65.5,3.2,40.2,152.9,0.882,0.85,0.7397,63.3,55.2,2.13
CI-04837,do(roersnelheid=300),28.2,17.8,Pt/Al2O3,300,25.3,66.2,9.47,42.6,165.0,0.793,0.863,0.7934,66.6,57.9,1.95
CI-04838,observatie,17.1,16.2,Pt/Al2O3,257,22.1,60.0,4.17,44.9,152.0,0.717,0.849,0.7233,62.2,55.1,1.54
CI-04839,observatie,9.0,2.8,Ni/SiO2,225,19.0,58.9,4.6,60.2,147.4,0.768,0.823,0.7109,57.9,52.4,1.6
CI-04840,observatie,17.7,8.6,Pd/C,292,21.1,62.4,1.61,50.2,147.1,0.778,0.899,0.6658,60.0,56.0,1.82
CI-04841,observatie,22.7,4.2,Pt/Al2O3,187,25.7,67.3,7.3,42.7,163.3,0.74,0.856,0.7806,68.3,56.3,1.67
CI-04842,observatie,24.3,15.5,Pt/Al2O3,274,25.2,73.8,9.66,41.8,166.1,0.766,0.866,0.8625,74.3,57.4,1.89
CI-04843,observatie,27.0,13.3,Pt/Al2O3,248,27.2,67.7,3.89,44.6,153.7,0.828,0.867,0.7524,65.0,53.3,1.65
CI-04844,do(druk=8),15.0,0.6,Pd/C,211,22.9,74.1,8.0,51.9,158.7,0.747,0.889,0.7942,72.1,49.2,2.19
CI-04845,observatie,23.2,11.0,Pt/Al2O3,252,22.4,73.1,6.41,49.1,160.4,0.764,0.892,0.754,66.6,53.8,2.17
CI-04846,observatie,15.2,12.8,Pd/C,231,21.7,60.3,6.07,51.4,151.3,0.764,0.92,0.706,65.1,51.3,1.47
CI-04847,observatie,20.4,1.5,Pt/Al2O3,189,23.8,66.3,7.07,43.1,158.5,0.758,0.853,0.7556,63.9,51.5,1.98
CI-04848,observatie,29.2,0.4,Pt/Al2O3,211,25.7,70.6,6.33,44.4,158.4,0.761,0.874,0.7663,66.3,51.3,1.53
CI-04849,observatie,25.1,17.3,Pd/C,262,25.3,63.2,6.9,52.3,159.1,0.874,0.951,0.7468,70.3,57.2,1.82
CI-04850,observatie,19.4,6.8,Pt/Al2O3,246,22.3,63.4,7.78,39.9,162.8,0.76,0.839,0.8137,69.3,54.7,1.77
CI-04851,observatie,38.6,15.2,Ni/SiO2,253,31.7,79.9,1.72,58.4,151.6,0.793,0.798,0.6598,51.5,50.9,2.36
CI-04852,do(roersnelheid=300),10.3,1.1,Ni/SiO2,300,21.4,70.2,8.76,59.5,156.1,0.784,0.81,0.7508,61.2,52.1,1.67
CI-04853,observatie,21.0,0.6,Pt/Al2O3,181,23.2,69.1,7.82,44.7,157.6,0.727,0.863,0.783,67.0,51.3,1.44
CI-04854,observatie,17.4,5.1,Pd/C,200,22.9,66.6,8.79,52.3,159.9,0.785,0.95,0.748,70.6,49.3,1.82
CI-04855,observatie,18.5,16.9,Pd/C,289,24.2,69.5,3.87,48.5,158.1,0.835,0.942,0.6952,65.0,56.7,2.3
CI-04856,observatie,11.7,1.3,Ni/SiO2,223,20.3,70.5,9.28,61.0,154.3,0.794,0.816,0.7467,59.5,53.1,1.65
CI-04857,observatie,21.7,4.6,Pt/Al2O3,250,22.8,71.9,4.35,49.7,153.3,0.776,0.852,0.7164,61.2,51.0,2.17
CI-04858,observatie,21.1,17.6,Pt/Al2O3,287,22.7,65.1,2.7,44.7,152.9,0.765,0.83,0.7329,61.8,54.7,1.72
CI-04859,do(roersnelheid=300),17.2,9.9,Pt/Al2O3,300,22.6,75.3,2.1,44.5,148.8,0.786,0.824,0.6835,56.5,51.1,2.08
CI-04860,observatie,27.2,6.4,Pd/C,257,25.3,66.6,3.77,52.6,153.6,0.81,0.915,0.7145,65.0,50.8,2.58
CI-04861,observatie,21.4,3.5,Ni/SiO2,191,21.9,65.2,5.99,53.4,153.1,0.723,0.823,0.6987,57.5,49.7,2.12
CI-04862,observatie,21.5,5.3,Pd/C,235,23.7,67.6,2.94,52.0,147.2,0.79,0.881,0.7221,63.0,50.7,1.85
CI-04863,observatie,26.1,2.4,Pt/Al2O3,203,25.3,65.2,4.3,42.9,155.1,0.763,0.837,0.731,62.1,53.3,1.4
CI-04864,observatie,14.7,13.2,Pt/Al2O3,279,22.7,65.6,6.37,40.7,157.6,0.769,0.849,0.7984,68.3,54.7,1.2
CI-04865,observatie,20.0,1.4,Pt/Al2O3,212,23.4,68.5,1.04,44.8,150.8,0.727,0.835,0.7163,60.2,47.3,2.31
CI-04866,observatie,11.6,8.6,Ni/SiO2,257,19.2,60.6,4.89,62.3,150.2,0.809,0.801,0.686,54.5,51.9,1.94
CI-04867,observatie,31.3,14.6,Pd/C,267,28.9,74.0,7.67,49.0,162.1,0.843,0.886,0.8123,73.7,57.7,2.01
CI-04868,observatie,14.6,0.2,Pt/Al2O3,191,21.0,59.2,2.99,45.1,149.6,0.716,0.857,0.677,57.8,48.5,1.43
CI-04869,observatie,16.1,3.6,Ni/SiO2,240,19.9,60.0,8.31,62.5,155.0,0.721,0.782,0.7316,57.4,51.6,1.64
CI-04870,observatie,9.6,17.4,Pd/C,287,18.4,47.9,1.7,45.2,144.9,0.836,0.898,0.6519,58.8,53.2,1.81
CI-04871,observatie,23.3,16.3,Pd/C,289,25.3,62.5,8.47,51.4,158.1,0.813,0.894,0.819,72.8,58.0,1.43
CI-04872,observatie,22.4,9.7,Pt/Al2O3,257,23.4,65.0,6.38,47.4,157.0,0.774,0.849,0.7366,63.5,52.3,1.46
CI-04873,observatie,14.8,14.6,Pd/C,255,20.7,61.6,8.93,53.7,160.1,0.758,0.877,0.777,65.5,53.9,1.98
CI-04874,observatie,15.7,14.3,Ni/SiO2,282,20.5,52.8,5.41,57.8,154.7,0.838,0.804,0.7538,61.8,56.6,1.29
CI-04875,observatie,28.0,0.8,Ni/SiO2,181,26.0,71.8,3.86,61.3,147.6,0.745,0.774,0.7096,54.1,46.1,2.52
CI-04876,observatie,29.1,4.3,Pt/Al2O3,208,26.5,80.3,6.31,44.9,163.0,0.74,0.891,0.7896,69.8,54.4,1.87
CI-04877,observatie,12.1,5.2,Pd/C,234,18.4,62.2,2.11,53.8,142.7,0.782,0.874,0.638,57.0,52.4,1.74
